html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id
https://github.com/ror-community/ror-updates/issues/16741,,Toho Junior College of Music*en,active,education,,Toho Junior College of Music*en;東邦音楽短期大学*ja,,https://www.toho-music.ac.jp/juniorcollege,,,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Offshore Design & Engineering Platform Technology & Engineering Research Association*en,active,nonprofit,,Japan Offshore Design & Engineering Platform Technology & Engineering Research Association*en;J-DeEP技術研究組合*ja,,,,,,,,,,,,,,Musashino,Japan,1856367
https://github.com/ror-community/ror-updates/issues/16741,,Shikoku Industry & Technology Promotion Center*en,active,nonprofit,,Shikoku Industry & Technology Promotion Center*en;一般財団法人四国産業・技術振興センター*ja,,https://www.tri-step.or.jp,,tri-step.or.jp,,,,,,,,,,Takamatsu,Japan,1851100
https://github.com/ror-community/ror-updates/issues/16741,,MACHINAMI Foundation*en,active,nonprofit,,MACHINAMI Foundation*en;一般財団法人住宅生産振興財団*ja,,https://www.machinami.or.jp,,machinami.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Organization for Housing Warranty*en,active,nonprofit,,Organization for Housing Warranty*en;一般財団法人住宅保証支援機構*ja,,https://www.how.or.jp,,how.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Zao dairy center*en,active,nonprofit,,Zao dairy center*en;一般財団法人蔵王酪農センター*ja,,https://www.zao-cheese.or.jp,,zao-cheese.or.jp,,,,,,,,,,Zao,Japan,8412436
https://github.com/ror-community/ror-updates/issues/16741,,Tanaka Institute For Educational Research*en,active,nonprofit,,Tanaka Institute For Educational Research*en;一般財団法人田中教育研究所*ja,,https://www.tanakakyoiku.tanaka-ier.jp,,tanakakyoiku.tanaka-ier.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Gas Appliances Inspection Association*en,active,nonprofit,,Japan Gas Appliances Inspection Association*en;一般財団法人日本ガス機器検査協会*ja,,https://www.jia-page.or.jp,,jia-page.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Fashion Association*en,active,nonprofit,,Japan Fashion Association*en;一般財団法人日本ファッション協会*ja,,https://www.japanfashion.or.jp,,japanfashion.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Statistical Association*en,active,nonprofit,,Japan Statistical Association*en;一般財団法人日本統計協会*ja,,https://www.jstat.or.jp,,jstat.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Employment Research Corporation*en,active,nonprofit,,Employment Research Corporation*en;一般社団法人雇用問題研究会*ja,,https://www.koyoerc.or.jp,,koyoerc.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,The Japan Association of National Universities*en,active,nonprofit,Japan Association of National Universities*en,The Japan Association of National Universities*en;一般社団法人国立大学協会*ja,,https://www.janu.jp,,janu.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Sakai Medical Association*en,active,nonprofit,,Sakai Medical Association*en;一般社団法人堺市医師会*ja,,http://www.sakai-med.jp,,sakai-med.jp,,,,,,,,,,Sakai,Japan,1853195
https://github.com/ror-community/ror-updates/issues/16741,,Greater Tokyo Initiative*en,active,nonprofit,,Greater Tokyo Initiative*en;一般社団法人首都圏産業活性化協会*ja,,https://www.tamaweb.or.jp,,tamaweb.or.jp,,,,,,,,,,Hachioji,Japan,1863440
https://github.com/ror-community/ror-updates/issues/16741,,Food Marketing Research and Information Center*en,active,nonprofit,,Food Marketing Research and Information Center*en;一般社団法人食品需給研究センター*ja,,https://www.fmric.or.jp,,fmric.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Mapping Technology Association*en,active,nonprofit,,Mapping Technology Association*en;一般社団法人地図調製技術協会*ja,,https://www.chichokyo.jp,,chichokyo.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,The Telecommunications Association*en,active,nonprofit,Telecommunications Association*en,The Telecommunications Association*en;一般社団法人電気通信協会*ja,,https://www.tta.or.jp,,tta.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Federation of Construction Contractors*en,active,nonprofit,,Japan Federation of Construction Contractors*en;一般社団法人日本建設業連合会*ja,,https://www.nikkenren.com,,nikkenren.com,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Crushed Stone Association*en,active,nonprofit,,Japan Crushed Stone Association*en;一般社団法人日本砕石協会*ja,,https://www.saiseki.or.jp,,saiseki.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Automobile Business Association of Japan*en,active,nonprofit,,Automobile Business Association of Japan*en;一般社団法人日本自動車会議所*ja,,https://www.aba-j.or.jp,,aba-j.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japanese Psychiatric Nurses Association*en,active,nonprofit,,Japanese Psychiatric Nurses Association*en;一般社団法人日本精神科看護協会*ja,,https://jpna.jp,,jpna.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,The Japan Research Association for Textile End-Uses*en,active,nonprofit,Japan Research Association for Textile End-Uses*en,The Japan Research Association for Textile End-Uses*en;一般社団法人日本繊維製品消費科学会*ja,,http://www.shohikagaku.com,,shohikagaku.com,,,,,,,,,,Osaka,Japan,1853909
https://github.com/ror-community/ror-updates/issues/16741,,"Japan Foundry Society, Inc.*en",active,nonprofit,,"Japan Foundry Society, Inc.*en;一般社団法人日本鋳造協会*ja",,https://foundry.jp,,foundry.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,THE Japan Commercial Broadcasters Association*en,active,nonprofit,Japan Commercial Broadcasters Association*en,THE Japan Commercial Broadcasters Association*en;一般社団法人日本民間放送連盟*ja,,https://www.j-ba.or.jp,,j-ba.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Poultry Association*en,active,nonprofit,,Japan Poultry Association*en;一般社団法人日本養鶏協会*ja,,https://www.jpa.or.jp,,jpa.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Personal Research Institute*en,active,nonprofit,,Japan Personal Research Institute*en;一般社団法人日本労務研究会*ja,,http://www.nichiroken.or.jp,,nichiroken.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Buraku Liberation and Human Rights Research Institute*en,active,nonprofit,,Buraku Liberation and Human Rights Research Institute*en;一般社団法人部落解放・人権研究所*ja,,https://blhrri.org,,blhrri.org,,,,,,,,,,Osaka,Japan,1853909
https://github.com/ror-community/ror-updates/issues/16741,,Foundation for High Energy Accelerator Science*en,active,nonprofit,,Foundation for High Energy Accelerator Science*en;公益財団法人・高エネルギー加速器科学研究奨励会*ja,,https://www.heas.jp,,heas.jp,,,,,,,,,,Tsukuba,Japan,2110681
https://github.com/ror-community/ror-updates/issues/16741,,The Mazda Foundation*en,active,nonprofit,Mazda Foundation*en,The Mazda Foundation*en;公益財団法人マツダ財団*ja,,https://mzaidan.mazda.co.jp,,,,,,,,,,,,Hiroshima,Japan,1862415
https://github.com/ror-community/ror-updates/issues/16741,,Kakogawa General Health Care Center*en,active,healthcare,,Kakogawa General Health Care Center*en;公益財団法人加古川総合保健センター*ja,,https://wellnage.kakogawa.or.jp,,wellnage.kakogawa.or.jp,,,,,,,,,,Kakogawa,Japan,1860704
https://github.com/ror-community/ror-updates/issues/16741,,Public Foundation of Kansai Research Institute*en,active,nonprofit,,Public Foundation of Kansai Research Institute*en;公益財団法人関西文化学術研究都市推進機構*ja,,http://www.kri.or.jp,,kri.or.jp,,,,,,,,,,Seika,Japan,9634762
https://github.com/ror-community/ror-updates/issues/16741,,Kyoto YMCA*en,active,nonprofit,,Kyoto YMCA*en;公益財団法人京都YMCA*ja,,https://kyotoymca.or.jp,,kyotoymca.or.jp,,,,,,,,,,Kyoto,Japan,1857910
https://github.com/ror-community/ror-updates/issues/16741,,Donated Blood Distribution Foundation*en,active,nonprofit,,Donated Blood Distribution Foundation*en;公益財団法人献血供給事業団*ja,,https://kenketu.or.jp,,kenketu.or.jp,,,,,,,,,,Musashino,Japan,1856367
https://github.com/ror-community/ror-updates/issues/16741,,The Forest Culture Association*en,active,nonprofit,Forest Culture Association*en,The Forest Culture Association*en;公益財団法人森林文化協会*ja,,https://www.shinrinbunka.com,,shinrinbunka.com,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Kanagawa Construction Technology Center*en,active,nonprofit,,Kanagawa Construction Technology Center*en;公益財団法人神奈川県都市整備技術センター*ja,,https://toshiseibi.or.jp,,toshiseibi.or.jp,,,,,,,,,,Chigasaki,Japan,1864624
https://github.com/ror-community/ror-updates/issues/16741,,CITY Planning Association Of JAPAN.*en,active,nonprofit,,CITY Planning Association Of JAPAN.*en;公益財団法人都市計画協会*ja,,https://www.tokeikyou.or.jp,,tokeikyou.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Tochigi Industrial Promotion Center*en,active,nonprofit,,Tochigi Industrial Promotion Center*en;公益財団法人栃木県産業振興センター*ja,,https://www.tochigi-iin.or.jp,,tochigi-iin.or.jp,,,,,,,,,,Utsunomiya,Japan,1849053
https://github.com/ror-community/ror-updates/issues/16741,,THE Japan Thailand Association*en,active,nonprofit,Japan Thailand Association*en,THE Japan Thailand Association*en;公益財団法人日本タイ協会*ja,,https://nihon-thaikyokai.or.jp,,nihon-thaikyokai.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Automobile Transport Technology Association*en,active,nonprofit,,Japan Automobile Transport Technology Association*en;公益財団法人日本自動車輸送技術協会*ja,,https://ataj.or.jp,,ataj.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japanese Para-Sports Association*en,active,nonprofit,,Japanese Para-Sports Association*en;公益財団法人日本障がい者スポーツ協会*ja,,https://www.parasports.or.jp,,parasports.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Center for Research and Promotion of Japanese Islands*en,active,nonprofit,,Center for Research and Promotion of Japanese Islands*en;公益財団法人日本離島センター*ja,,https://www.nijinet.or.jp,,nijinet.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Drug Abuse Prevention Center*en,active,nonprofit,,Drug Abuse Prevention Center*en;公益財団法人麻薬・覚せい剤乱用防止センター*ja,,https://www.dapc.or.jp,,dapc.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Nagoya Urban Development Public Corporation*en,active,nonprofit,,Nagoya Urban Development Public Corporation*en;公益財団法人名古屋まちづくり公社*ja,,https://www.nup.or.jp,,nup.or.jp,,,,,,,,,,Nagoya,Japan,1856057
https://github.com/ror-community/ror-updates/issues/16741,,Ibaraki Physical Therapy Association*en,active,nonprofit,,Ibaraki Physical Therapy Association*en;公益社団法人茨城県理学療法士会*ja,,https://www.pt-ibaraki.jp,,pt-ibaraki.jp,,,,,,,,,,Mito,Japan,2111901
https://github.com/ror-community/ror-updates/issues/16741,,Family Problems Information Center*en,active,nonprofit,,Family Problems Information Center*en;公益社団法人家庭問題情報センター*ja,,https://fpic-fpic.jp,,fpic-fpic.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan International Science and Technology Exchange Center*en,active,nonprofit,,Japan International Science and Technology Exchange Center*en;公益社団法人科学技術国際交流センター*ja,,https://www.jistec.or.jp,,jistec.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Society of Erosion Control Engineering*en,active,nonprofit,,Japan Society of Erosion Control Engineering*en;公益社団法人砂防学会*ja,,https://jsece.or.jp,,jsece.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Overseas Cooperative Association*en,active,nonprofit,,Japan Overseas Cooperative Association*en;公益社団法人青年海外協力協会*ja,,https://www.joca.or.jp,,joca.or.jp,,,,,,,,,,Komagane,Japan,6822178
https://github.com/ror-community/ror-updates/issues/16741,,Tokyo Association Of Real Estate Appraisers*en,active,nonprofit,,Tokyo Association Of Real Estate Appraisers*en;公益社団法人東京都不動産鑑定士協会*ja,,https://www.tokyo-kanteishi.or.jp/jp,,,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Epilepsy Association*en,active,nonprofit,,Japan Epilepsy Association*en;公益社団法人日本てんかん協会*ja,,https://www.jea-net.jp,,jea-net.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Institute of Logistics Systems*en,active,nonprofit,,Japan Institute of Logistics Systems*en;公益社団法人日本ロジスティクスシステム協会*ja,,https://www1.logistics.or.jp,,logistics.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Sewage Works Association*en,active,nonprofit,,Japan Sewage Works Association*en;公益社団法人日本下水道協会*ja,,https://www.jswa.jp,,jswa.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japanese Society for Engineering Education*en,active,nonprofit,,Japanese Society for Engineering Education*en;公益社団法人日本工学教育協会*ja,,https://www.jsee.or.jp,,jsee.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Mountaineering and Sport Climbing Association*en,active,nonprofit,,Japan Mountaineering and Sport Climbing Association*en;公益社団法人日本山岳・スポーツクライミング協会*ja,,https://www.jma-sangaku.or.jp,,jma-sangaku.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Meat Grading Association*en,active,nonprofit,,Japan Meat Grading Association*en;公益社団法人日本食肉格付協会*ja,,https://www.jmga.or.jp,,jmga.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Society on Water Environment*en,active,nonprofit,,Japan Society on Water Environment*en;公益社団法人日本水環境学会*ja,,https://www.jswe.or.jp,,jswe.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Safety Appliances Association*en,active,nonprofit,,Japan Safety Appliances Association*en;公益社団法人日本保安用品協会*ja,,https://jsaa.or.jp,,jsaa.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan International Science and Technology Exchange Center*en,active,nonprofit,,Japan International Science and Technology Exchange Center*en;社団法人科学技術国際交流センター*ja,,https://www.jistec.or.jp,,jistec.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Ishikari Superconducting DC Power Transmission System*en,active,nonprofit,,Ishikari Superconducting DC Power Transmission System*en;石狩超電導・直流送電システム技術研究組合*ja,,http://i-spot.jp,,i-spot.jp,,,,,,,,,,Yokohama,Japan,1848354
https://github.com/ror-community/ror-updates/issues/16741,,Sea Turtle Asociation of Japan*en,active,nonprofit,,Sea Turtle Asociation of Japan*en;特定非営利活動法人日本ウミガメ協議会*ja,,https://www.umigame.org,,umigame.org,,,,,,,,,,Hirakata,Japan,1862540
https://github.com/ror-community/ror-updates/issues/16741,,The Japanese Society of Conservative Dentistry*en,active,nonprofit,Japanese Society of Conservative Dentistry*en,The Japanese Society of Conservative Dentistry*en;特定非営利活動法人日本歯科保存学会*ja,,https://www.hozon.or.jp,,hozon.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan National Tourism Organization*en,active,government,,Japan National Tourism Organization*en;独立行政法人国際観光振興機構*ja,,https://www.jnto.go.jp,,jnto.go.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Welfare And Medical Service Agency*en,active,government,,Welfare And Medical Service Agency*en;独立行政法人福祉医療機構*ja,,https://www.wam.go.jp,,wam.go.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Yamaguchi Prefectural Mental Health Welfare Center*en,active,government,,Yamaguchi Prefectural Mental Health Welfare Center*en;山口県精神保健福祉センター*ja,,https://www.pref.yamaguchi.lg.jp/soshiki/47/178400.html,,,,,,,,,,,,Yamaguchi,Japan,1848689
https://github.com/ror-community/ror-updates/issues/16741,,Yamanashi Livestock and Dairy Farming Technology Center*en,active,government,,Yamanashi Livestock and Dairy Farming Technology Center*en;山梨県畜産酪農技術センター*ja,,https://www.pref.yamanashi.jp/chikushi,,,,,,,,,,,,Chuo,Japan,11612585
https://github.com/ror-community/ror-updates/issues/16741,,Fuchu City Hospital Organization*en,active,government,,Fuchu City Hospital Organization*en;地方独立行政法人府中市病院機構*ja,,https://fuchuhp.jp,,fuchuhp.jp,,,,,,,,,,Fuchu,Japan,11611632
https://github.com/ror-community/ror-updates/issues/16741,,Hakodate City Institute Of Public Health*en,active,government,,Hakodate City Institute Of Public Health*en;函館市衛生試験所*ja,,https://www.city.hakodate.hokkaido.jp/docs/2014012000222,,,,,,,,,,,,Hakodate,Japan,2130188
https://github.com/ror-community/ror-updates/issues/16741,,Nara Junior College of Fine Arts*en,active,education,,Nara Junior College of Fine Arts*en;奈良芸術短期大学*ja,,https://www.naragei.ac.jp,,naragei.ac.jp,,,,,,,,,,Kashihara,Japan,1859952
https://github.com/ror-community/ror-updates/issues/16741,,Keiaikai Yanai Hospital*en,active,healthcare,,Keiaikai Yanai Hospital*en;医療法人恵愛会柳井病院*ja,,https://www.yanaihospital.com,,yanaihospital.com,,,,,,,,,,Yanai,Japan,1848550
https://github.com/ror-community/ror-updates/issues/16741,,IMS Ohta Central General Hospital*en,active,healthcare,,IMS Ohta Central General Hospital*en;医療法人財団明理会イムス太田中央総合病院*ja,,https://ims.gr.jp/ohta,,,,,,,,,,,,Ota,Japan,1853677
https://github.com/ror-community/ror-updates/issues/16741,,Japan Institute for Overseas Investment*en,active,nonprofit,,Japan Institute for Overseas Investment*en;一般財団法人海外投融資情報財団*ja,,https://www.joi.or.jp,,joi.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Kanto Electrical Safety Inspection Association*en,active,nonprofit,,Kanto Electrical Safety Inspection Association*en;一般財団法人関東電気保安協会*ja,,https://www.kdh.or.jp,,kdh.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Building Maintenance & Management Center*en,active,nonprofit,,Building Maintenance & Management Center*en;一般財団法人建築保全センター*ja,,https://bmmc.or.jp,,bmmc.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Mining Engineering & Training Cente*en,active,nonprofit,,Japan Mining Engineering & Training Cente*en;一般財団法人国際資源開発研修センター*ja,,https://www.jmec.or.jp,,jmec.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Institute for International Trade and Investment*en,active,nonprofit,,Institute for International Trade and Investment*en;一般財団法人国際貿易投資研究所*ja,,https://iti.or.jp,,iti.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Foundation of Dental Promotion*en,active,nonprofit,,Japan Foundation of Dental Promotion*en;一般財団法人歯科医療振興財団*ja,,http://www.dc-training.or.jp,,dc-training.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,The Aomori Institute of Regional Studies*en,active,nonprofit,Aomori Institute of Regional Studies*en,The Aomori Institute of Regional Studies*en;一般財団法人青森地域社会研究所*ja,,http://www.airs.or.jp,,airs.or.jp,,,,,,,,,,Aomori,Japan,2130658
https://github.com/ror-community/ror-updates/issues/16741,,Japanese Federation of the Deaf*en,active,nonprofit,,Japanese Federation of the Deaf*en;一般財団法人全日本ろうあ連盟*ja,,https://www.jfd.or.jp,,jfd.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Radio Engineering & Electronics Association*en,active,nonprofit,,Radio Engineering & Electronics Association*en;一般財団法人電波技術協会*ja,,https://reea.or.jp,,reea.or.jp,,,,,,,,,,Kawasaki,Japan,1859642
https://github.com/ror-community/ror-updates/issues/16741,,Tokyo Traffic Safety Association*en,active,nonprofit,,Tokyo Traffic Safety Association*en;一般財団法人東京都交通安全協会*ja,,https://www.tou-an-kyo.or.jp,,tou-an-kyo.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Japan Cotton Promotion Institute*en,active,nonprofit,,Japan Cotton Promotion Institute*en;一般財団法人日本綿業振興会*ja,,https://cotton.or.jp,,cotton.or.jp,,,,,,,,,,Osaka,Japan,1853909
https://github.com/ror-community/ror-updates/issues/16741,,Japan Wood-Products Information and Research Center*en,active,nonprofit,,Japan Wood-Products Information and Research Center*en;一般財団法人日本木材総合情報センター*ja,,https://www.jawic.or.jp,,jawic.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,The Hokuriku Industrial Advancement Center*en,active,nonprofit,Hokuriku Industrial Advancement Center*en,The Hokuriku Industrial Advancement Center*en;一般財団法人北陸産業活性化センター*ja,,https://www.hiac.or.jp,,hiac.or.jp,,,,,,,,,,Kanazawa,Japan,1860243
https://github.com/ror-community/ror-updates/issues/16741,,Kyushu Island Alliance of ICT*en,active,nonprofit,,Kyushu Island Alliance of ICT*en;一般社団法人九州テレコム振興センター*ja,,https://www.kiai.gr.jp,,kiai.gr.jp,,,,,,,,,,Kumamoto,Japan,1858421
https://github.com/ror-community/ror-updates/issues/16741,,Kyushu Economic Federation*en,active,nonprofit,,Kyushu Economic Federation*en;一般社団法人九州経済連合会*ja,,https://www.kyukeiren.or.jp,,kyukeiren.or.jp,,,,,,,,,,Fukuoka,Japan,1863967
https://github.com/ror-community/ror-updates/issues/16741,,Association of Electricity and Telecommunication Engineering for Land and Infrastructure*en,active,nonprofit,,Association of Electricity and Telecommunication Engineering for Land and Infrastructure*en;一般社団法人建設電気技術協会*ja,,https://www.kendenkyo.or.jp,,kendenkyo.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Nakano Medical Association*en,active,nonprofit,,Nakano Medical Association*en;一般社団法人中野区医師会*ja,,https://www.nakano-med.or.jp,,nakano-med.or.jp,,,,,,,,,,Tokyo,Japan,1850147
https://github.com/ror-community/ror-updates/issues/16741,,Nagano Forestry Consultant*en,active,nonprofit,,Nagano Forestry Consultant*en;一般社団法人長野県林業コンサルタント協会*ja,,https://rincon.or.jp,,rincon.or.jp,,,,,,,,,,Nagano,Japan,1856215
https://github.com/ror-community/ror-updates/issues/16741,,Battery Association of Japan*en,active,nonprofit,,Battery Association of Japan*en;一般社団法人電池工業会*ja,,https://www.baj.or.jp,,baj.or.jp,,,,,,,,,,Tokyo,Japan,1850147
