html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,NID
,https://ror.org/022nkr288,Okayama College*en,active,education,オカヤマ タンキ ダイガク*ja;Okayama Tanki Daigaku*ja;Okayama Junior College*en,Okayama College*en;岡山短期大学*ja,,https://owc.ac.jp,,,,,,,,,,,,Kurashiki,Japan,1858311,NID201200723558268
,https://ror.org/0083dxv92,Institute for Applied Optics*en,inactive,facility,応用光学研究所*ja,Institute for Applied Optics*en;公益財団法人応用光学研究所*ja,,https://activo.jp/users/48940,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200078445222
,https://ror.org/0387g1t09,Japan Institute of Navigation*en,active,facility,,Japan Institute of Navigation*en;公益社団法人日本航海学会*ja,,https://j-nav.org,,j-nav.org,,,,,,,,,,Tokyo,Japan,1850147,NID201200751571860
,https://ror.org/03k3nz445,Institute of Systems Science Research*en,active,facility,,Institute of Systems Science Research*en;一般社団法人システム科学研究所*ja,,https://www.issr-kyoto.or.jp/,,issr-kyoto.or.jp,,,,,,,,,,Kyoto,Japan,1857910,NID201200818052352
,https://ror.org/03zqd3v71,The Japan Research Institute of Industrial Science*en,active,nonprofit,日本産業科学研究所*ja;Japan Research Institute of Industrial Science*en,The Japan Research Institute of Industrial Science*en;一般財団法人日本産業科学研究所*ja,,https://www.nissanken.org,,nissanken.org,,,,,,,,,,Fukuyama,Japan,1863917,NID201200283271902
,https://ror.org/04j9a9128,KAISEI Hospital*en,active,healthcare,,KAISEI Hospital*en;社会医療法人大樹会総合病院回生病院*ja,,https://www.kaisei.or.jp,,kaisei.or.jp,,,,,,,,,,Sakaide,Japan,1853186,NID201200400568867
,https://ror.org/05x86vg15,Asahi General Hospital*en,active,healthcare,総合病院国保旭中央病院*ja,Asahi General Hospital*en;地方独立行政法人総合病院国保旭中央病院*ja,,https://www.hospital.asahi.chiba.jp,,hospital.asahi.chiba.jp,,,,,,,,,,Chiba,Japan,2113077,NID201200806661524
,https://ror.org/043hmxn40,Takeda General Hospital*en,active,healthcare,竹田健康財団竹田綜合病院*ja,Takeda General Hospital*en;一般財団法人竹田健康財団竹田綜合病院*ja,,http://www.takeda.or.jp,,takeda.or.jp,,,,,,,,,,Aizuwakamatsu,Japan,6822148,NID201200153881286
,https://ror.org/04b0sqj14,Forestry Agency*en,active,government,Rin'Yacho*ja;リンヤチョウ*ja,Forestry Agency*en;林野庁*ja,,https://www.rinya.maff.go.jp,,rinya.maff.go.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200700800623
,https://ror.org/00zcmwh29,Hiroshima Prefectural Technology Research Institute*en,active,facility,Hiroshima Kenritsu Sogo Gijutsu Kenkyujo*ja;ヒロシマ ケンリツ ソウゴウ ギジュツ ケンキュウジョ*ja,Hiroshima Prefectural Technology Research Institute*en;広島県立総合技術研究所*ja,,https://www.pref.hiroshima.lg.jp/site/hiroshima-soken/,,,,,,,,,,,,Hiroshima,Japan,1862415,NID201200535786251
,https://ror.org/042vs2406,Sanno Hospital*en,active,healthcare,,Sanno Hospital*en;医療法人財団順和会山王病院*ja,,https://www.sannoclc.or.jp,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200003973631
,https://ror.org/057jn4x11,Sanno Hospital*en,active,healthcare,,Sanno Hospital*en;医療法人翠明会山王病院*ja,,https://www.sannoclc.or.jp,,,,,,,,,,,,Chiba,Japan,2113015,NID201200561578013
,https://ror.org/02t3ccg55,Takeda Hospital*en,active,healthcare,,Takeda Hospital*en;医療法人財団康生会武田病院*ja,,https://www.takedahp.or.jp,,,,,,,,,,,,Kyoto,Japan,1857910,NID201200226571025
,https://ror.org/00khjyb83,Chiba Children's Hospital*en,active,healthcare,Chibaken Kodomo Byoin*ja;チバケン コドモ ビョウイン*ja,Chiba Children's Hospital*en;千葉県こども病院*ja,,http://www.pref.chiba.lg.jp/kodomo/index.html,,,,,,,,,,,,Chiba,Japan,2113015,NID201200605859733
,https://ror.org/05rmqsa52,Japan Institute of Information Technology*en,active,facility,,Japan Institute of Information Technology*en;公益社団法人企業情報化協会*ja,,https://jiit.or.jp,,jiit.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200602416920
,https://ror.org/04jp9sj81,Gunma Prefectural Cancer Center*en,active,healthcare,グンマ ケンリツ ガン センター*ja;Gunma Kenritsu Gan Senta*ja,Gunma Prefectural Cancer Center*en;群馬県立がんセンター*ja,,https://www.gunma-cc.jp,,gunma-cc.jp,,,,,,,,,,Ota,Japan,1853677,NID201200733391242
,https://ror.org/04n160k30,Kanagawa Institute of Industrial Science and Technology*en,active,facility,神奈川県立産業技術総合研究所*ja,Kanagawa Institute of Industrial Science and Technology*en;地方独立行政法人神奈川県立産業技術総合研究所*ja,,https://www.kistec.jp,,kistec.jp,,,,,,,,,,Ebina,Japan,6822128,NID201200413593005
,https://ror.org/01q9jet09,Hakodate Municipal Hospital*en,active,healthcare,,Hakodate Municipal Hospital*en;市立函館病院*ja,,https://www.kanbyou.jp,,kanbyou.jp,,,,,,,,,,Hakodate,Japan,2130188,NID201200842341338
,https://ror.org/03g278m11,Niigata Medical Center*en,active,healthcare,,Niigata Medical Center*en;JA新潟厚生連新潟医療センター*ja,,https://www.niigata-medical.jp,,niigata-medical.jp,,,,,,,,,,Niigata,Japan,1855431,NID201200944603691
,https://ror.org/042q4rc86,HLA Laboratory*en,active,facility,HLA研究所*ja,HLA Laboratory*en;公益財団法人HLA研究所*ja,,https://hla.or.jp,,hla.or.jp,,,,,,,,,,Kyoto,Japan,1857910,NID201200553860625
,https://ror.org/027v46j67,Ibaraki Agriculture Institute*en,active,facility,Ibarakiken Nogyo Sogo Senta*ja;イバラキケン ノウギョウ ソウゴウ センター*ja,Ibaraki Agriculture Institute*en;茨城県農業総合センター*ja,,https://www.pref.ibaraki.jp/nourinsuisan/nosose.html,,,,,,,,,,,,Mito,Japan,2111901,NID201200540769089
,https://ror.org/01s3ggx63,Mitoyo General Hospital*en,active,healthcare,ミトヨ ソウゴウ ビョウイン*ja;Mitoyo Sogo Byoin*ja,Mitoyo General Hospital*en;三豊総合病院*ja,,https://mitoyo-hosp.jp,,mitoyo-hosp.jp,,,,,,,,,,Kan'onji,Japan,2114019,NID201200379653317
,https://ror.org/04b3jbx04,Kochi Health Sciences Center*en,active,facility,,Kochi Health Sciences Center*en;高知県・高知市病院企業団立高知医療センター*ja,,https://www2.khsc.or.jp,,khsc.or.jp,,,,,,,,,,Kochi,Japan,1859146,NID201200880421395
,https://ror.org/0495rze17,Kobe Institute of Health*en,active,healthcare,コウベシ ケンコウ カガク ケンキュウジョ*ja;Kobeshi Kenko Kagaku Kenkyujo*ja,Kobe Institute of Health*en;神戸市健康科学研究所*ja,,https://www.city.kobe.lg.jp/a26304/kenko/health/kensa/kih/index.html,,,,,,,,,,,,Kobe,Japan,1859171,NID201200690306600
,https://ror.org/030y7x049,Business Research Institute*en,active,facility,,Business Research Institute*en;一般社団法人企業研究会*ja,,https://www.bri.or.jp,,bri.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200995862593
,https://ror.org/01v60bs72,Rinku General Medical Center*en,active,healthcare,りんくう総合医療センター*ja,Rinku General Medical Center*en;地方独立行政法人りんくう総合医療センター*ja,,http://www.rgmc.izumisano.osaka.jp,,rgmc.izumisano.osaka.jp,,,,,,,,,,Osaka,Japan,1853909,NID201200404064682
,https://ror.org/019qy1011,Civil Aviation College*en,active,education,,Civil Aviation College*en;独立行政法人航空大学校*ja,,https://www.kouku-dai.ac.jp,,kouku-dai.ac.jp,,,,,,,,,,Miyazaki,Japan,1856717,NID201200761666697
,https://ror.org/018g9j451,YAO Municipal Hospital*en,active,healthcare,,YAO Municipal Hospital*en;八尾市立病院*ja,,https://www.hospital.yao.osaka.jp,,yao.osaka.jp,,,,,,,,,,Yao,Japan,1848522,NID201200737808373
,https://ror.org/00rw99n54,Institute of Local Government*en,active,facility,全国自治協会*ja,Institute of Local Government*en;一般財団法人全国自治協会*ja,,https://www.zck.or.jp/foundation/,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200403417010
,https://ror.org/04j41hc27,Yokohama General Hospital*en,active,healthcare,,Yokohama General Hospital*en;医療法人社団緑成会横浜総合病院*ja,,https://yokoso.or.jp,,yokoso.or.jp,,,,,,,,,,Yokohama,Japan,1848354,NID201200419151652
,https://ror.org/02v55pn13,The Institute of Environmental Toxicology*en,active,facility,残留農薬研究所*ja;Institute of Environmental Toxicology*en,The Institute of Environmental Toxicology*en;一般財団法人残留農薬研究所*ja,,https://iet.or.jp,,iet.or.jp,,,,,,,,,,Joso,Japan,6822154,NID201200341238124
,https://ror.org/058j0b191,"Hyogo Prefectural Technology Center for Agriculture, Forestry and Fisheries*en",active,facility,Hyogo Kenritsu Norin Suisan Gijutsu Sogo Senta*ja;ヒョウゴ ケンリツ ノウリン スイサン ギジュツ ソウゴウ センター*ja,"Hyogo Prefectural Technology Center for Agriculture, Forestry and Fisheries*en;兵庫県立農林水産技術総合センター*ja",,https://hyogo-nourinsuisangc.jp,,hyogo-nourinsuisangc.jp,,,,,,,,,,Kasai,Japan,11612478,NID201200758589046
,https://ror.org/00wrn8115,Tochigi Prefectural Agricultural Experiment Station*en,active,healthcare,トチギケン ノウギョウ シケンジョウ*ja;Tochigiken Nogyo Shikenjo*ja,Tochigi Prefectural Agricultural Experiment Station*en;栃木県農業試験場*ja,,https://www.pref.tochigi.lg.jp/g59/,,,,,,,,,,,,Utsunomiya,Japan,1849053,NID201200406240983
,https://ror.org/02xa0x739,Aichi Children's Health and Medical Center*en,active,healthcare,アイチ ショウニ ホケン イリョウ ソウゴウ センター*ja;Aichi Shoni Hoken Iryo Sogo Senta*ja,Aichi Children's Health and Medical Center*en;あいち小児保健医療総合センター*ja,,https://www.achmc.pref.aichi.jp,,achmc.pref.aichi.jp,,,,,,,,,,Obu,Japan,1854803,NID201200314613536
,https://ror.org/05xqrc755,Kurobe City Hospital*en,active,healthcare,クロベ シミン ビョウイン*ja;Kurobe Shimin Byoin*ja,Kurobe City Hospital*en;黒部市民病院*ja,,https://med-kurobe.jp/,,med-kurobe.jp,,,,,,,,,,Kurobe,Japan,6822126,NID201200642713058
,https://ror.org/02denmt82,Suwa University of Science*en,active,education,,Suwa University of Science*en;公立諏訪東京理科大学*ja,,https://www.sus.ac.jp,,sus.ac.jp,,,,,,,,,,Chino,Japan,1864557,NID201200690615906
,https://ror.org/04j27n830,Snow Research Center*en,active,facility,,Snow Research Center*en;公益社団法人雪センター*ja,,http://www.yukicenter.or.jp,,yukicenter.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200423475173
,https://ror.org/054yyhg83,Research Institute for Environmental Development*en,active,facility,,Research Institute for Environmental Development*en;一般社団法人環境文化研究所*ja,,https://e-labs.jp,,,,,,,,,,,,Echizen,Japan,11612457,NID201200904291139
,https://ror.org/00sjzkg31,Geo-Research Institute*en,active,facility,地域地盤環境研究所*ja,Geo-Research Institute*en;一般財団法人地域地盤環境研究所*ja,,https://www.geor.or.jp,,geor.or.jp,,,,,,,,,,Kobe,Japan,1859171,NID201200037724294
,https://ror.org/053skcm44,Defense Research Center*en,active,facility,ディフェンスリサーチセンター*ja,Defense Research Center*en;一般財団法人ディフェンスリサーチセンター*ja,,,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200785857594
,https://ror.org/03qd78f09,Mito Kyodo General Hospital*en,active,healthcare,,Mito Kyodo General Hospital*en;総合病院水戸協同病院*ja,,https://www.mitokyodo-hp.jp,,mitokyodo-hp.jp,,,,,,,,,,Mito,Japan,2111901,NID201200927049225
,https://ror.org/00atkzx31,Fukushima Agricultural Technology Centre*en,active,facility,フクシマケン ノウギョウ ソウゴウ センター*ja;Fukushimaken Nogyo Sogo Senta*ja,Fukushima Agricultural Technology Centre*en;福島県農業総合センター*ja,,https://www.pref.fukushima.lg.jp/sec/37200a/,,,,,,,,,,,,Fukushima,Japan,2112923,NID201200685618699
,https://ror.org/05ed7ae91,Public Works Research Center*en,active,facility,土木研究センター*ja,Public Works Research Center*en;一般財団法人土木研究センター*ja,,https://www.pwrc.or.jp,,pwrc.or.jp,,,,,,,,,,Tsukuba,Japan,2110681,NID201200583378789
,https://ror.org/05pp6zn13,Kaizuka City Hospital*en,active,healthcare,,Kaizuka City Hospital*en;市立貝塚病院*ja,,https://www.hosp.kaizuka.osaka.jp,,hosp.kaizuka.osaka.jp,,,,,,,,,,Kaizuka,Japan,1860765,NID201200560105186
,https://ror.org/007wr0r46,Yokosuka City Hospital*en,active,healthcare,,Yokosuka City Hospital*en;横須賀市立市民病院*ja,,https://yokosuka-shimin.jp,,yokosuka-shimin.jp,,,,,,,,,,Yokosuka,Japan,1848313,NID201200121206338
,https://ror.org/04hbvjm68,Nagoya City Public Health Research Institute*en,active,facility,ナゴヤシ エイセイ ケンキュウジョ*ja;Nagoyashi Eisei Kenkyujo*ja,Nagoya City Public Health Research Institute*en;名古屋市衛生研究所*ja,,https://www.city.nagoya.jp/kurashi/category/15-7-3-0-0-0-0-0-0-0.html,,,,,,,,,,,,Nagoya,Japan,1856057,NID201200745581752
,https://ror.org/02t1m5632,Japan Pharmaceutical Manufacturers Association*en,active,nonprofit,ニホン セイヤク コウギョウ キョウカイ*ja;Nihon Seiyaku Kogyo Kyokai*ja,Japan Pharmaceutical Manufacturers Association*en;日本製薬工業協会*ja,JPMA*en,https://www.jpma.or.jp,,jpma.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200149741916
,https://ror.org/009e5z592,Civil Engineering Research Laboratory*en,active,facility,建設技術研究所*ja,Civil Engineering Research Laboratory*en;一般財団法人建設技術研究所*ja,,,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200311368305
,https://ror.org/017mh6638,Akita City Hospital*en,active,healthcare,市立秋田総合病院*ja,Akita City Hospital*en;地方独立行政法人市立秋田総合病院*ja,,https://akita-city-hospital.jp,,akita-city-hospital.jp,,,,,,,,,,Akita,Japan,2113126,NID201200569057147
,https://ror.org/01v05f472,Kagoshima Prefectural Institute For Agricultural Development*en,active,facility,Kagoshimaken Nogyo Kaihatsu Sogo Senta*ja;カゴシマケン ノウギョウ カイハツ ソウゴウ センター*ja,Kagoshima Prefectural Institute For Agricultural Development*en;鹿児島県農業開発総合センター*ja,,https://www.pref.kagoshima.jp/ag11/,,,,,,,,,,,,Kagoshima,Japan,1860827,NID201200147818436
,https://ror.org/04vqpwb25,Miyazaki Medical Association Hospital*en,active,healthcare,,Miyazaki Medical Association Hospital*en;宮崎市郡医師会病院*ja,,https://www.cure.or.jp,,cure.or.jp,,,,,,,,,,Miyazaki,Japan,1856717,NID201200673931559
,https://ror.org/02hdk7n88,Hachinohe City Hospital*en,active,healthcare,ハチノヘ シリツ シミン ビョウイン*ja;Hachinohe Shiritsu Shimin Byoin*ja,Hachinohe City Hospital*en;八戸市立市民病院*ja,,https://www.hospital.hachinohe.aomori.jp,,,,,,,,,,,,Hachinohe,Japan,2130203,NID201200624347499
,https://ror.org/00b5jyb64,Kanazawa Municipal Hospital*en,active,healthcare,,Kanazawa Municipal Hospital*en;金沢市立病院*ja,,https://kanazawa-municipal-hosp.com,,kanazawa-municipal-hosp.com,,,,,,,,,,Kanazawa,Japan,1860243,NID201200767478953
,https://ror.org/000818d46,Hokkaido Industrial Technology Center*en,active,facility,,Hokkaido Industrial Technology Center*en;北海道立工業技術センター*ja,,https://www.techakodate.or.jp,,techakodate.or.jp,,,,,,,,,,Hakodate,Japan,2130188,NID201200259706885
,https://ror.org/05tc25765,Kawaguchi Municipal Medical Center*en,active,healthcare,,Kawaguchi Municipal Medical Center*en;川口市立医療センター*ja,,https://kawaguchi-mmc.org,,kawaguchi-mmc.org,,,,,,,,,,Kawaguchi,Japan,1859730,NID201200899271264
,https://ror.org/02g9f5b81,JAIS*en,active,nonprofit,,JAIS*en;公益社団法人日本通信教育振興協会*ja,,http://www.jais.or.jp,,jais.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200863276945
,https://ror.org/01yapdx55,Tsuchiya General Hospital*en,active,healthcare,,Tsuchiya General Hospital*en;特定医療法人あかね会土谷総合病院*ja,,https://www.tsuchiya-hp.jp/tsuchiya/,,,,,,,,,,,,Hiroshima,Japan,1862415,NID201200528396148
,https://ror.org/03ggyy033,Tokyo Bay Urayasu Ichikawa Medical Center*en,active,healthcare,,Tokyo Bay Urayasu Ichikawa Medical Center*en;公益社団法人地域医療振興協会東京ベイ・浦安市川医療センター*ja,,https://tokyobay-mc.jp,,tokyobay-mc.jp,,,,,,,,,,Urayasu,Japan,1849186,NID201200655009195
,https://ror.org/04pj4k457,Fukuoka Sanno Hospital*en,active,healthcare,,Fukuoka Sanno Hospital*en;医療法人社団高邦会福岡山王病院*ja,,https://f-sanno.kouhoukai.or.jp,,f-sanno.kouhoukai.or.jp,,,,,,,,,,Fukuoka,Japan,1863967,NID201200184036226
,https://ror.org/0340mjr48,Nagasaki Prefectural Institute of Fisheries*en,active,facility,Nagasakiken Sogo Suisan Shikenjo*ja;ナガサキケン ソウゴウ スイサン シケンジョウ*ja,Nagasaki Prefectural Institute of Fisheries*en;長崎県総合水産試験場*ja,,https://www.pref.nagasaki.jp/section/suisan-shiken/,,,,,,,,,,,,Nagasaki,Japan,1856177,NID201200959052336
,https://ror.org/0104w5s79,Kimitsu Chuo Hospital*en,active,healthcare,,Kimitsu Chuo Hospital*en;国保直営総合病院君津中央病院*ja,,http://www.hospital.kisarazu.chiba.jp,,hospital.kisarazu.chiba.jp,,,,,,,,,,Kisarazu,Japan,1859393,NID201200142829769
,https://ror.org/05xdejm35,Research Institute for Safety Engineering*en,active,facility,総合安全工学研究所*ja,Research Institute for Safety Engineering*en;公益財団法人総合安全工学研究所*ja,,http://www.i-s-l.org,,i-s-l.org,,,,,,,,,,Tokyo,Japan,1850147,NID201200201170179
,https://ror.org/01xj5sv76,Yoshida Hospital*en,active,healthcare,,Yoshida Hospital*en;社会医療法人平和会吉田病院*ja,,http://heiwakai.or.jp,,heiwakai.or.jp,,,,,,,,,,Nara,Japan,1855612,NID201200236106356
,https://ror.org/007gp5s15,Kumamoto Chuo Hospital*en,active,healthcare,,Kumamoto Chuo Hospital*en;国家公務員共済組合連合会熊本中央病院*ja,,https://kumachu.kkr.or.jp,,kumachu.kkr.or.jp,,,,,,,,,,Kumamoto,Japan,1858421,NID201200706220322
,https://ror.org/00yw7a334,Nerima Hikarigaoka Hospital*en,active,healthcare,,Nerima Hikarigaoka Hospital*en;公益社団法人地域医療振興協会練馬光が丘病院*ja,,https://hikarigaoka-jadecom.jp,,hikarigaoka-jadecom.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200069071564
,https://ror.org/038evk156,Nagasaki Rehabilitation*en,active,healthcare,,Nagasaki Rehabilitation*en;一般社団法人是真会長崎リハビリテーション病院*ja,,https://www.zeshinkai.or.jp,,zeshinkai.or.jp,,,,,,,,,,Nagasaki,Japan,1856177,NID201200709523130
,https://ror.org/05mzmc736,Japan Science Foundation*en,active,nonprofit,日本科学技術振興財団*ja,Japan Science Foundation*en;公益財団法人日本科学技術振興財団*ja,,https://www2.jsf.or.jp,,jsf.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200944262681
,https://ror.org/041akmr36,University of Shizuoka Junior College*en,active,education,Shizuoka Kenritsu Daigaku Tanki Daigakubu*ja;シズオカ ケンリツ ダイガク タンキ ダイガクブ*ja,University of Shizuoka Junior College*en;静岡県立大学短期大学部*ja,,https://oshika.u-shizuoka-ken.ac.jp,,,,,,,,,,,,Shizuoka,Japan,1851717,NID201200269206331
,https://ror.org/00gxqh189,KKR Sapporo Medical Center*en,active,healthcare,,KKR Sapporo Medical Center*en;国家公務員共済組合連合会札幌医療センター*ja,,https://smc.kkr.or.jp,,smc.kkr.or.jp,,,,,,,,,,Sapporo,Japan,2128295,NID201200925932549
,https://ror.org/02n470s97,Tobacco Institute of Japan*en,active,facility,,Tobacco Institute of Japan*en;一般社団法人日本たばこ協会*ja,,https://www.tioj.or.jp,,tioj.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200435792493
,https://ror.org/03t99av60,"Kyoto Prefectural Agriculture, Forestry and Fisheries Technology Center*en",active,facility,,"Kyoto Prefectural Agriculture, Forestry and Fisheries Technology Center*en;京都府農林水産技術センター*ja",,https://www.pref.kyoto.jp/nougijyutsu/,,,,,,,,,,,,Kyoto,Japan,1857910,NID201200108757817
,https://ror.org/04v59rt43,Tokai Technology Center*en,active,facility,東海技術センター*ja,Tokai Technology Center*en;一般財団法人東海技術センター*ja,,https://www.ttc-web.com,,,,,,,,,,,,Nagoya,Japan,1856057,NID201200015407265
,https://ror.org/015dkwr19,Kumamoto Prefectural Agricultural Research Center*en,active,facility,クマモトケン ノウギョウ ケンキュウ センター*ja;Kumamotoken Nogyo Kenkyu Senta*ja,Kumamoto Prefectural Agricultural Research Center*en;熊本県農業研究センター*ja,,https://www.pref.kumamoto.jp/soshiki/75/,,,,,,,,,,,,Kumamoto,Japan,1858421,NID201200742599792
,https://ror.org/014bj9a17,Hikone Municipal Hospital*en,active,healthcare,Hikone Shiritsu Byoin*ja;ヒコネ シリツ ビョウイン*ja,Hikone Municipal Hospital*en;彦根市立病院*ja,,https://www.municipal-hp.hikone.shiga.jp,,municipal-hp.hikone.shiga.jp,,,,,,,,,,Hikone,Japan,1862636,NID201200337764437
,https://ror.org/046jdgp91,Yokohama City Institute of Public Health*en,active,facility,ヨコハマシ エイセイ ケンキュウジョ*ja;Yokohamashi Eisei Kenkyujo*ja,Yokohama City Institute of Public Health*en;横浜市衛生研究所*ja,,https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/kenko-iryo/eiken/,,,,,,,,,,,,Yokohama,Japan,1848354,NID201200220275659
,https://ror.org/00nwxj335,Hokkaido Cardiovascular Hospital*en,active,healthcare,,Hokkaido Cardiovascular Hospital*en;社会医療法人北海道循環器病院*ja,,https://www.hokujun.or.jp,,hokujun.or.jp,,,,,,,,,,Sapporo,Japan,2128295,NID201200880578141
,https://ror.org/00w949314,Hyogo Prefectural Kakogawa Medical Center*en,active,healthcare,,Hyogo Prefectural Kakogawa Medical Center*en;兵庫県立加古川医療センター*ja,,https://kenkako.jp,,kenkako.jp,,,,,,,,,,Kakogawa,Japan,1860704,NID201200701344368
,https://ror.org/006ffkc02,Tottori Municipal Hospital*en,active,healthcare,Tottori Shiritsu Byoin*ja;トットリ シリツ ビョウイン*ja,Tottori Municipal Hospital*en;鳥取市立病院*ja,,https://hospital.tottori.tottori.jp,,hospital.tottori.tottori.jp,,,,,,,,,,Tottori,Japan,1849892,NID201200566999655
,https://ror.org/05e9q5230,Tokyo Medical Association*en,active,nonprofit,,Tokyo Medical Association*en;公益社団法人東京都医師会*ja,,https://www.tokyo.med.or.jp,,tokyo.med.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200745154972
,https://ror.org/02h2fg990,Takaoka City Hospital*en,active,healthcare,,Takaoka City Hospital*en;高岡市民病院*ja,,https://www.med-takaoka.jp,,med-takaoka.jp,,,,,,,,,,Takaoka,Japan,1851032,NID201200532845120
,https://ror.org/003536y35,South Miyagi Medical Center*en,active,healthcare,,South Miyagi Medical Center*en;みやぎ県南中核病院*ja,,https://www.southmiyagi-mc.jp,,,,,,,,,,,,Ogawara,Japan,7446998,NID201200307860701
,https://ror.org/034c0pj78,Aomori City Hospital*en,active,healthcare,Aomori Shimin Byoin*ja;アオモリ シミン ビョウイン*ja,Aomori City Hospital*en;青森市民病院*ja,,https://www.city.aomori.aomori.jp/byouin/top.html,,,,,,,,,,,,Aomori,Japan,2130658,NID201200061309290
