html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,NID
,https://ror.org/05qjdv353,JNC Engineering Co.ltd. (Japan),active,company,JNC Engineering,JNC Engineering Co.ltd.;JNC Engineering Co.ltd. (Japan);JNCエンジニアリング株式会社*ja,,https://www.jncengineering.co.in,,jncengineering.co.in,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200121252238
,https://ror.org/033qya043,"KH Neochem Co., Ltd. (Japan)",active,company,KH Neochem,"KH Neochem Co., Ltd.;KH Neochem Co., Ltd. (Japan);KHネオケム株式会社*ja",,https://www.khneochem.co.jp,,khneochem.co.jp,,,,,,,,,,Chuo City,Japan,13353695,NID201200273881504
,https://ror.org/02y2d0x07,"KI Holdings Co., Ltd. (Japan)",active,company,KI Holdings,"KI Holdings Co., Ltd.;KI Holdings Co., Ltd. (Japan);KIホールディングス株式会社*ja",,https://www.kicholdingsgrp.com,,kicholdingsgrp.com,,,,,,,,,,Shibuya City,Japan,11808021,NID201200489933006
,https://ror.org/010j5jm30,"KM Aluminium Co., Ltd. (Japan)",active,company,KM Aluminium,"KM Aluminium Co., Ltd.;KM Aluminium Co., Ltd. (Japan);KMアルミニウム株式会社*ja",,https://www.kmac-web.com,,kmac-web.com,,,,,,,,,,Omuta,Japan,1854083,NID201200234839368
,https://ror.org/05bqrry31,KOA Corporation (Japan),active,company,,KOA Corporation;KOA Corporation (Japan);KOA株式会社*ja,,https://www.koaglobal.com,,koaglobal.com,,,,,,,,,,Narashino Shi,Japan,2111686,NID201200473506678
,https://ror.org/02z40e461,KYEC Japan K.K. (Japan),active,company,KYEC Japan,KYEC Japan K.K.;KYEC Japan K.K. (Japan);KYECジャパン株式会社*ja,,https://www.kyecjapan.com,,kyecjapan.com,,,,,,,,,,Sawara,Japan,7407408,NID201200272275746
,https://ror.org/05fng2j94,MOLZA Corporation (Japan),active,company,,MOLZA Corporation;MOLZA Corporation (Japan);MOLZA株式会社*ja,,,,,,,,,,,,,,Tateichi,Japan,9819600,NID201200430908846
,https://ror.org/03dxr7380,"MPO, Inc. (Japan)",active,company,,"MPO, Inc.;MPO, Inc. (Japan);MPO株式会社*ja",,https://www.mpoinc.co.jp,,mpoinc.co.jp,,,,,,,,,,Miyamae Ku,Japan,7470876,NID201200259593575
,https://ror.org/01nap0d58,MVP Inc. (Japan),active,company,,MVP Inc.;MVP Inc. (Japan);MVP株式会社*ja,,http://www.mvp.co.jp,,mvp.co.jp,,,,,,,,,,Himeji,Japan,1862627,NID201200030331145
,https://ror.org/04agc0y33,N.A.Gene Corporation (Japan),active,company,N.A.Gene,N.A.Gene Corporationn;N.A.Gene Corporation (Japan);N.A.Gene株式会社*ja,,https://nagene.com,,nagene.com,,,,,,,,,,Minato,Japan,13353696,NID201200994651284
,https://ror.org/03sh4ty66,"NCS&A Co., Ltd. (Japan)",active,company,,"NCS&A Co., Ltd.;NCS&A Co., Ltd. (Japan);NCS&A株式会社*ja",,https://ncsa.jp,,ncsa.jp,,,,,,,,,,Kita,Japan,1859310,NID201200722702370
,https://ror.org/04j42z303,"NDS Co., Ltd. (Japan)",active,company,,"NDS Co., Ltd.;NDS Co., Ltd. (Japan);NDS株式会社*ja",,https://www.nds-g.co.jp,,nds-g.co.jp,,,,,,,,,,Chuo City,Japan,13353695,NID201200547393786
,https://ror.org/01pe6g187,NHN Japan Corporation (Japan),active,company,NHN Japan,NHN Japan Corporation;NHN Japan Corporation (Japan);NHN Japan株式会社*ja,,http://www.nhn-japan.com,,nhn-japan.com,,,,,,,,,,Minato,Japan,13353696,NID201200722577167
,https://ror.org/015mj5026,"NKSJ Holdings, Inc. (Japan)",active,company,NKSJ Holdings,"NKSJ Holdings, Inc.;NKSJ Holdings, Inc. (Japan);NKSJホールディングス株式会社*ja",,https://www.sompo-hd.com,,sompo-hd.com,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200686367994
,https://ror.org/04b058p26,NU-Systems Corporation (Japan),active,company,NU-Systems,NU-Systems Corporation;NU-Systems Corporation (Japan);NUシステム株式会社*ja,,https://nusystems.io,,nusystems.io,,,,,,,,,,Meitō Ku,Japan,7354051,NID201200247618008
,https://ror.org/04fsjgv64,OBARA Corporation (Japan),active,company,,OBARA Corporation;OBARA Corporation (Japan);OBARA株式会社*ja,,http://www.obara.co.jp,,obara.co.jp,,,,,,,,,,Fuefuki Shi,Japan,7415916,NID201200547477824
,https://ror.org/03cvvf297,P&G Prestage (Japan),active,company,,P&G Prestage;P&G Prestage (Japan);P&Gプレステージ合同会社*ja,,https://pres-store.jp,,pres-store.jp,,,,,,,,,,Chuo-ku,Japan,7371146,NID201200213308300
,https://ror.org/00q64jg09,PHC Corporation (Japan),active,company,,PHC Corporation;PHC Corporation (Japan);PHC株式会社*ja,,https://www.phchd.com,,phchd.com,,,,,,,,,,Chuo City,Japan,13353695,NID201200681038455
,https://ror.org/02vy55b18,Repertoire Genesis Incorporated (Japan),active,company,,Repertoire Genesis Incorporated;Repertoire Genesis Incorporated (Japan);Repertoire Genesis株式会社*ja,,https://www.repertoire.co.jp,,repertoire.co.jp,,,,,,,,,,Chuo City,Japan,13353695,NID201200301640037
,https://ror.org/00yx33h08,SAIL-Technologies.ltd. (Japan),active,company,SAIL-Technologies.,SAIL-Technologies.ltd.;SAIL-Technologies.ltd. (Japan);SAILテクノロジーズ株式会社*ja,,https://www.sail-technologies.co.jp,,sail-technologies.co.jp,,,,,,,,,,Tama,Japan,6822129,NID201200259048918
,https://ror.org/02np93c11,SCSK Corporation (Japan),active,company,,SCSK Corporation;SCSK Corporation (Japan);SCSK株式会社*ja,,https://www.scsk.jp,,scsk.jp,,,,,,,,,,Kōtō City,Japan,11209896,NID201200625967656
,https://ror.org/00tzwes05,SMK Corporation (Japan),active,company,,SMK Corporation;SMK Corporation (Japan);SMK株式会社*ja,,https://www.smk.co.jp,,smk.co.jp,,,,,,,,,,Kiyose,Japan,1859211,NID201200549787033
,https://ror.org/0096s3190,Spiber Incorporated (Japan),active,company,,Spiber Incorporated;Spiber Incorporated (Japan);Spiber株式会社*ja,,https://www.spiber.inc,,spiber.inc,,,,,,,,,,Tsuruoka,Japan,1849563,NID201200755758377
,https://ror.org/03tnxz577,SUNX Limited (Japan),active,company,SUNX; SUNC Ltd.,SUNX Limited;SUNX Limited (Japan);SUNX株式会社*ja,,https://www.sunx.com,,sunx.com,,,,,,,,,,Kasugai,Japan,1859891,NID201200459141644
,https://ror.org/03bw8dy57,TCM Corporation (Japan),active,company,,TCM Corporation;TCM Corporation (Japan);TCM株式会社*ja,,http://www.tcmjapan.net,,tcmjapan.net,,,,,,,,,,Minato,Japan,13353696,NID201200189561606
,https://ror.org/02f1h7y64,TDF Corporation (Japan),active,company,,TDF Corporation;TDF Corporation (Japan);TDF株式会社*ja,,https://en.tfdcorp.net,,en.tfdcorp.net,,,,,,,,,,Atami,Japan,1864945,NID201200481103704
,https://ror.org/02bcv7p07,TDK-Lambda Corporation (Japan),active,company,TDK-Lambda,TDK-Lambda Corporation;TDK-Lambda Corporation (Japan);TDKラムダ株式会社*ja,,https://www.jp.lambda.tdk.com,,jp.lambda.tdk.com,,,,,,,,,,Chuo City,Japan,13353695,NID201200998485564
,https://ror.org/01zxje635,"Tianma Japan, Ltd (Japan)",active,company,Tianma Japan,"Tianma Japan, Ltd;Tianma Japan, Ltd (Japan);Tianma Japan株式会社*ja",,https://www.tianma.co.jp,,tianma.co.jp,,,,,,,,,,Saiwai Ku,Japan,7470873,NID201200141315612
,https://ror.org/01xb55050,TIS Inc. (Japan),active,company,,TIS Inc.;TIS Inc. (Japan);TIS株式会社*ja,,https://www.tis.com,,tis.com,,,,,,,,,,Minato,Japan,13353696,NID201200323334648
,https://ror.org/01s1ykg57,"TI Asahi Co., Ltd. (Japan)",active,company,TI Asahi,"TI Asahi Co., Ltd.;TI Asahi Co., Ltd. (Japan);TIアサヒ株式会社*ja",,https://www.pentaxsurveying.com,,pentaxsurveying.com,,,,,,,,,,Iwatsuki-ku,Japan,1861163,NID201200803402692
,https://ror.org/0201ey351,TMT Kamitsu. Inc. (Japan),active,company,TMT Kamitsu.,TMT Kamitsu. Inc.;TMT Kamitsu. Inc. (Japan);TMT神津株式会社*ja,,https://www.kamitsu.co.jp,,kamitsu.co.jp,,,,,,,,,,Sanda Shi,Japan,7370813,NID201200458977987
,https://ror.org/04vyd5a95,TXP Medical Co. Ltd (Japan),active,company,TXP Medical,TXP Medical Co. Ltd;TXP Medical Co. Ltd (Japan);TXP Medical株式会社*ja,,https://txpmedical.jp,,txpmedical.jp,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200249763179
,https://ror.org/026ed4596,UD Trucks Corporation (Japan),active,company,UD Trucks,UD Trucks Corporation;UD Trucks Corporation (Japan);UDトラックス株式会社*ja,,https://udtrucks.co.jp,,udtrucks.co.jp,,,,,,,,,,Ageo,Japan,1865714,NID201200389110495
,https://ror.org/05q43qm86,UHT Corporation (Japan),active,company,,UHT Corporation;UHT Corporation (Japan);UHT株式会社*ja,,https://www.uht.co.jp,,uht.co.jp,,,,,,,,,,Togo,Japan,1850263,NID201200349282660
,https://ror.org/017ahry26,"YAMAKIN Co., Ltd. (Japan)",active,company,YAMAKIN,"YAMAKIN Co., Ltd.;YAMAKIN Co., Ltd. (Japan);YAMAKIN株式会社*ja",,https://www.yamakin-gold.co.jp,,yamakin-gold.co.jp,,,,,,,,,,Kōnan Shi,Japan,7405899,NID201200910758550
,https://ror.org/02qwxth74,"Arthur D. Little, Inc. (Japan)",active,company,Arthur D. Little,"Arthur D. Little, Inc.;Arthur D. Little, Inc. (Japan);アーサー・ディ・リトル・ジャパン株式会社*ja",,https://www.adlittle.com,,adlittle.com,,,,,,,,,,Minato,Japan,13353696,NID201200873765444
,https://ror.org/03vypfd87,"ART Metal MFG. Co., Ltd. (Japan)",active,company,ART Metal MFG.,"ART Metal MFG. Co., Ltd.;ART Metal MFG. Co., Ltd. (Japan);アート金属工業株式会社*ja",,https://www.artmetal77.com,,artmetal77.com,,,,,,,,,,Ueda,Japan,1849429,NID201200610850842
,https://ror.org/00ekx6060,"IRM, Inc. (Japan)",active,company,,"IRM, Inc.;IRM, Inc. (Japan);アイ・アール・エム株式会社*ja",,http://www.irm.jp,,irm.jp,,,,,,,,,,Minato,Japan,13353696,NID201200943612566
,https://ror.org/020sh2y73,ie-Solution Corporation (Japan),active,company,Ie-Solution,ie-Solution Corporation;ie-Solution Corporationn (Japan);アイ・イー・ソリューション株式会社*ja,,https://i-sol.jp,,i-sol.jp,,,,,,,,,,Toyonaka,Japan,7391701,NID201200075170820
,https://ror.org/023f2sa52,ICOM Incorporated (Japan),active,company,,ICOM Incorporated;ICOM Incorporated (Japan);アイコム株式会社*ja,,https://www.icom.co.jp,,icom.co.jp,,,,,,,,,,Hirano Ku,Japan,7391702,NID201200671705961
,https://ror.org/055nggq79,"Aisawa Construction Co., Ltd. (Japan)",active,company,Aisawa Construction,"Aisawa Construction Co., Ltd.;Aisawa Construction Co., Ltd. (Japan);アイサワ工業株式会社*ja",,https://www.aisawa.co.jp,,aisawa.co.jp,,,,,,,,,,Kita-ku,Japan,8739913,NID201200795212040
,https://ror.org/025124239,"IG Kogyo Co., Ltd. (Japan)",active,company,IG Kogyo,"IG Kogyo Co., Ltd.;IG Kogyo Co., Ltd. (Japan);アイジー工業株式会社*ja",,https://ikg.ne.jp,,ikg.ne.jp,,,,,,,,,,Higashine,Japan,2112758,NID201200556556620
,https://ror.org/045094p64,"AIDA Engineering, Ltd. (Japan)",active,company,AIDA Engineering,"AIDA Engineering, Ltd.;AIDA Engineering, Ltd. (Japan);アイダエンジニアリング株式会社*ja",,https://www.aida.co.jp,,aida.co.jp,,,,,,,,,,Midori-ku,Japan,1857128,NID201200452320286
,https://ror.org/029xvrz78,"Aiphone Co., Ltd. (Japan)",active,company,Aiphone,"Aiphone Co., Ltd.;Aiphone Co., Ltd. (Japan);アイホン株式会社*ja",,https://www.aiphone.co.jp,,aiphone.co.jp,,,,,,,,,,Naka,Japan,1855917,NID201200007126501
,https://ror.org/05vaczf67,"AOI Electronics Co., Ltd. (Japan)",active,company,AOI Electronics,"AOI Electronics Co., Ltd.;AOI Electronics Co., Ltd. (Japan);アオイ電子株式会社*ja",,https://www.aoi-electronics.co.jp,,aoi-electronics.co.jp,,,,,,,,,,Hamamatsu,Japan,1863289,NID201200520263345
,https://ror.org/05n5wgz63,"AOMI Construction Co., Ltd. (Japan)",active,company,AOMI Construction,"AOMI Construction Co., Ltd.;AOMI Construction Co., Ltd. (Japan);あおみ建設株式会社*ja",,https://www.aomi.co.jp,,aomi.co.jp,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200598331223
,https://ror.org/057585f03,Achilles Corporation (Japan),active,company,Achilles,Achilles Corporation;Achilles Corporation (Japan);アキレス株式会社*ja,,https://www.achilles.jp,,achilles.jp,,,,,,,,,,Nishi-ku,Japan,1855256,NID201200188581854
,https://ror.org/056zpx390,AQUA Science Corporation (Japan),active,company,AQUA Science,AQUA Science Corporation;AQUA Science Corporation (Japan);アクアサイエンス株式会社*ja,,https://aquascience.com,,aquascience.com,,,,,,,,,,Chuo City,Japan,13353695,NID201200840219497
,https://ror.org/039f1zz55,Aquas Corporation (Japan),active,company,,Aquas Corporation;Aquas Corporation (Japan);アクアス株式会社*ja,,https://www.aquas.co.jp,,aquas.co.jp,,,,,,,,,,Fushimi-ku,Japan,1863785,NID201200257756440
,https://ror.org/0150pdc16,"Accelia, Inc (Japan)",active,company,Accelia,"Accelia, Inc;Accelia, Inc (Japan);アクセリア株式会社*ja",,https://www.accelia.net,,accelia.net,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200119410657
,https://ror.org/026anqy80,Astrazeneca K.K. (Japan),active,company,,Astrazeneca K.K.;Astrazeneca K.K. (Japan);アストラゼネカ株式会社*ja,,,,,,,,,,,,,,Kita,Japan,1859310,NID201200133540062
,https://ror.org/00rtdr443,"Astro Design, Inc. (Japan)",active,company,Astro Design,"Astro Design, Inc.;Astro Design, Inc. (Japan);アストロデザイン株式会社*ja",,https://www.astrodesign.co.jp,,astrodesign.co.jp,,,,,,,,,,Ōta,Japan,8469289,NID201200488999715
,https://ror.org/01m1rez02,"Asubio Pharma Co., Ltd. (Japan)",active,company,Asubio Pharma,"Asubio Pharma Co., Ltd.;Asubio Pharma Co., Ltd. (Japan);アスビオファーマ株式会社*ja",,http://www.asubio.co.jp,,asubio.co.jp,,,,,,,,,,Chuo-ku,Japan,7371146,NID201200317653689
,https://ror.org/056y8pj21,"ASMO Co., Ltd. (Japan)",active,company,,"ASMO Co., Ltd.;ASMO Co., Ltd. (Japan);アスモ株式会社*ja",,https://www.asmo-am.co.jp,,asmo-am.co.jp,,,,,,,,,,Toyonaka,Japan,7391701,NID201200049229275
,https://ror.org/05rd2yw20,"Atsugi Co., Ltd. (Japan)",active,company,Atsugi,"Atsugi Co., Ltd.;Atsugi Co., Ltd. (Japan);アツギ株式会社*ja",,https://www.atsugi.co.jp,,atsugi.co.jp,,,,,,,,,,Atsugi,Japan,1847963,NID201200883611029
,https://ror.org/05jt2w815,Azden Corporation (Japan),active,company,,Azden Corporation;Azden Corporation (Japan);アツデン株式会社*ja,,https://www.azden.co.jp,,azden.co.jp,,,,,,,,,,Mitaka-shi,Japan,1856942,NID201200708281668
,https://ror.org/05a8ndk38,"Azmax Co., Ltd. (Japan)",active,company,,"Azmax Co., Ltd.;Azmax Co., Ltd. (Japan);アヅマックス株式会社*ja",,https://en.azmax.co.jp,,en.azmax.co.jp,,,,,,,,,,Ichihara,Japan,2112664,NID201200357365830
,https://ror.org/01vgcrc78,Attain Corporation (Japan),active,company,Attain,Attain Corporation;Attain Corporation (Japan);アテイン株式会社*ja,,https://www.attainj.co.jp,,attainj.co.jp,,,,,,,,,,Kōtō City,Japan,11209896,NID201200786287907
,https://ror.org/00qtf5797,ATTO Corporation (Japan),active,company,,ATTO Corporation;ATTO Corporation (Japan);アトー株式会社*ja,,https://www.atto.ne.jp,,atto.ne.jp,,,,,,,,,,Minato,Japan,13353696,NID201200631766706
,https://ror.org/03jqtjg90,Advance SOFT Corporation (Japan),active,company,Advance SOFT,Advance SOFT Corporation;Advance SOFT Corporation (Japan);アドバンスソフト株式会社*ja,,https://www.advancesoft.jp,,advancesoft.jp,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200229725849
,https://ror.org/05sgjbz66,"Atomix Co., Ltd. (Japan)",active,company,Atomix,"Atomix Co., Ltd.;Atomix Co., Ltd. (Japan);アトミクス株式会社*ja",,https://www.atmix.co.jp,,atmix.co.jp,,,,,,,,,,Itabashi,Japan,1861322,NID201200559601006
,https://ror.org/02qycfy73,Anest Iwata Corporation (Japan),active,company,Anest Iwata,Anest Iwata Corporation;Anest Iwata Corporation (Japan);アネスト岩田株式会社*ja,,https://www.anest-iwata.com,,anest-iwata.com,,,,,,,,,,Kōhoku-ku,Japan,1859047,NID201200377700093
,https://ror.org/02rbz2e60,Anelva Corporation (Japan),active,company,Anelva,Anelva Corporation;Anelva Corporation (Japan);アネルバ株式会社*ja,,https://anelva.canon,,anelva.canon,,,,,,,,,,Asao-ku,Japan,7470887,NID201200720958247
,https://ror.org/03qsjxn42,"AVIX, Inc. (Japan)",active,company,,"AVIX, Inc.;AVIX, Inc. (Japan);アビックス株式会社*ja",,https://avix.co.jp,,avix.co.jp,,,,,,,,,,Chuo City,Japan,13353695,NID201200684486073
,https://ror.org/02am2vc95,APIC Yamada Corporation (Japan),active,company,APIC Yamada,APIC Yamada Corporation;APIC Yamada Corporation (Japan);アピックヤマダ株式会社*ja,,https://www.yamaha-robotics.com,,yamaha-robotics.com,,,,,,,,,,Chikuma,Japan,6822112,NID201200981279758
,https://ror.org/01xfvbd64,Apt. Co. Ltd. (Japan),active,company,,Apt. Co. Ltd.;Apt. Co. Ltd. (Japan);アプト株式会社*ja,,https://aptco.jp,,aptco.jp,,,,,,,,,,Nagano,Japan,1856215,NID201200604648097
,https://ror.org/0496an043,"Apollo Electric Co., Ltd. (Japan)",active,company,Apollo Electric,"Apollo Electric Co., Ltd.;Apollo Electric Co., Ltd. (Japan);アポロ電気株式会社*ja",,https://www.apollo-japan.ne.jp,,apollo-japan.ne.jp,,,,,,,,,,Iwata,Japan,1861171,NID201200217762689
,https://ror.org/006haex88,"Arabian OIL Company, Ltd. (Japan)",active,company,Arabian OIL Company,"Arabian OIL Company, Ltd.;Arabian OIL Company, Ltd. (Japan);アラビア石油株式会社*ja",,https://www.foc.co.jp,,foc.co.jp,,,,,,,,,,Shinagawa City,Japan,1852139,NID201200554746641
,https://ror.org/0163rjz75,"Ariake Japan Co., Ltd. (Japan)",active,company,Ariake Japan,"Ariake Japan Co., Ltd.;Ariake Japan Co., Ltd. (Japan);アリアケジャパン株式会社*ja",,https://www.ariakejapan.com,,ariakejapan.com,,,,,,,,,,Shibuya City,Japan,11808021,NID201200824091341
,https://ror.org/045brcn82,Alinco Incorporated (Japan),active,company,,Alinco Incorporated;Alinco Incorporated (Japan);アルインコ株式会社*ja,,https://alinco.co.jp,,alinco.co.jp,,,,,,,,,,Takatsuki,Japan,1850910,NID201200484086729
,https://ror.org/02vvrz717,Arkema K.K. (Japan),active,company,Arkema,Arkema K.K.;Arkema K.K. (Japan);アルケマ株式会社*ja,,https://www.arkema.com,,arkema.com,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200041096224
,https://ror.org/0502wjj29,"Alpine Electronics, Inc. (Japan)",active,company,Alpine Electronics,"Alpine Electronics, Inc.;Alpine Electronics, Inc. (Japan);アルパイン株式会社*ja",,https://www.alpine.co.jp,,alpine.co.jp,,,,,,,,,,Ōta,Japan,8469289,NID201200191904026
,https://ror.org/03hnxrn87,Alfresa Pharma Corporation (Japan),active,company,Alfresa Pharma,Alfresa Pharma Corporation;Alfresa Pharma Corporation (Japan);アルフレッサファーマ株式会社*ja,,https://www.alfresa-pharma.co.jp,,alfresa-pharma.co.jp,,,,,,,,,,Chūō Ku,Japan,7391689,NID201200494010828
,https://ror.org/01sssay75,"Arbot, Inc. (Japan)",active,company,,"Arbot, Inc.;Arbot, Inc. (Japan);アルボット株式会社*ja",,https://arbot.ai,,arbot.ai,,,,,,,,,,Tsukuba,Japan,2110681,NID201200080455811
,https://ror.org/05re20710,"Almetax Manufacturing Co., Ltd. (Japan)",active,company,Almetax Manufacturing,"Almetax Manufacturing Co., Ltd.;Almetax Manufacturing Co., Ltd. (Japan);アルメタックス株式会社*ja",,https://www.almetax.co.jp,,almetax.co.jp,,,,,,,,,,Kita,Japan,1859310,NID201200396082682
,https://ror.org/00fj4d941,"Aloka Co., Ltd. (Japan)",active,company,,"Aloka Co., Ltd.;Aloka Co., Ltd. (Japan);アロカ株式会社*ja",,https://www.aloka.co.jp,,aloka.co.jp,,,,,,,,,,Musashino,Japan,1856367,NID201200283679555
,https://ror.org/035jrqt62,"Aronkasei Co., Ltd. (Japan)",active,company,Aronkasei,"Aronkasei Co., Ltd.;Aronkasei Co., Ltd. (Japan);アロン化成株式会社*ja",,https://www.aronkasei.co.jp,,aronkasei.co.jp,,,,,,,,,,Minato,Japan,13353696,NID201200125694917
,https://ror.org/01qxncp31,Ourstex Corporation (Japan),active,company,Ourstex,Ourstex Corporation;Ourstex Corporation (Japan);アワーズテック株式会社*ja,,https://www.optex.co.jp,,optex.co.jp,,,,,,,,,,Nabari,Japan,1856293,NID201200357135082
,https://ror.org/05kft0f25,Ambition Photonics Incorporated (Japan),active,company,,Ambition Photonics Incorporated;Ambition Photonics Incorporated (Japan);アンビション・フォトニクス株式会社*ja,,http://www.ambition-photonics.com,,ambition-photonics.com,,,,,,,,,,Setagaya City,Japan,11790342,NID201200322153006
,https://ror.org/03e692y97,"Ambic. Co., Ltd. (Japan)",active,company,Ambic.,"Ambic. Co., Ltd.;Ambic. Co., Ltd. (Japan);アンビック株式会社*ja",,https://www.ambnfk.com,,ambnfk.com,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200465825752
,https://ror.org/00vq4x429,E-Associates Inc. (Japan),active,company,E-Associates,E-Associates Inc.;E-Associates Inc. (Japan);イー・アソシエイツ株式会社*ja,,https://www.e-associates.co.jp,,e-associates.co.jp,,,,,,,,,,Chiyoda City,Japan,11749713,NID201200254439681
,https://ror.org/01hxchc80,Ecompute Corporation (Japan),active,company,Ecompute,Ecompute Corporation;Ecompute Corporation (Japan);イーコンピュート株式会社*ja,,https://www.ecompute.co.jp,,ecompute.co.jp,,,,,,,,,,Tōon,Japan,6691620,NID201200348534861
,https://ror.org/009wv0b48,E-Lambda NET Corporation (Japan),active,company,E-Lambda NET,E-Lambda NET Corporation;E-Lambda NET Corporation (Japan);イーラムダネット株式会社*ja,,http://www.e-lambdanet.com,,e-lambdanet.com,,,,,,,,,,Aoba,Japan,7470870,NID201200232438530
,https://ror.org/03xgqeb11,"Aeon Co., Ltd. (Japan)",active,company,,"Aeon Co., Ltd.;Aeon Co., Ltd. (Japan);イオン株式会社*ja",,https://www.aeon.info,,aeon.info,,,,,,,,,,Chuo City,Japan,13353695,NID201200490654053
,https://ror.org/03jvmpk12,"Ikari Sauce Co., Ltd. (Japan)",active,company,Ikari Sauce,"Ikari Sauce Co., Ltd.;Ikari Sauce Co., Ltd. (Japan);イカリソース株式会社*ja",,https://www.ikari-s.co.jp,,ikari-s.co.jp,,,,,,,,,,Nishinomiya,Japan,1855207,NID201200388003046
