html_url,html_url,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id
,https://ror.org/021y79102,Finnish Society for Byzantine Studies*en,active,other,,Finnish Society for Byzantine Studies*en; Bysantin tutkimuksen seura*fi; Sällskapet för bysantinsk forskning*sv,,https://bysantintutkimus.fi,,bysantintutkimus.fi,1981,,,,,,,Q121598215,Q121598215,Helsinki,Finland,658225
,https://ror.org/045ht2717,Finnish Dendrological Society*en,active,other,,Finnish Dendrological Society*en; Dendrologian Seura*fi; Dendrologiska Sällskapet*sv,,https://www.dendrologianseura.fi,,dendrologianseura.fi,1969,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/03wbhsn33,Society for Diaconia Research*en,active,other,,Society for Diaconia Research*en; Diakonian tutkimuksen seura*fi,,https://www.dts.fi,,dts.fi,2002,,,,,,,Q121598316,Q121598316,Helsinki,Finland,658225
,https://ror.org/02xbdd320,The Donner Institute for Research in Religious and Cultural History*en,active,other,Donner Institute for Research in Religious and Cultural History*en,The Donner Institute for Research in Religious and Cultural History*en; Donnerska institutet för religionshistorisk och kulturhistorisk forskning*sv; Donner-instituutti*fi,,https://www.donnerinstitute.fi,,donnerinstitute.fi,1959,,,,,,,,,Turku,Finland,633679
,https://ror.org/048apet91,Association for Progressive Policy in Finland*en,active,other,,Association for Progressive Policy in Finland*en; Edistyksellinen tiedeliitto*fi; Progressiva vetenskapsförbund*sv,,https://www.tiedeliitto.net,,tiedeliitto.net,1972,,,,,,,,,Jyväskylä,Finland,655194
,https://ror.org/04b24s476,Economic Society of Finland*en,active,other,,Economic Society of Finland*en; Taloustieteellinen yhdistys*fi; Ekonomiska Samfundet i Finland r.f.*sv,,https://www.ekonomiskasamfundet.fi,,ekonomiskasamfundet.fi,1894,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/03rsftq16,Finnish Society of Food Science and Technology*en,active,other,,Finnish Society of Food Science and Technology*en; Elintarviketieteiden Seura*fi,,https://www.ets.fi,,ets.fi,1947,,,,,,,Q121598265,Q121598265,Helsinki,Finland,658225
,https://ror.org/05rqqvg04,Society for the Study of Ethnic Relations and International Migration ETMU*en,active,other,,Society for the Study of Ethnic Relations and International Migration ETMU*en; Etnisten suhteiden ja kansainvälisen muuttoliikkeen tutkimuksen seura ETMU*fi; Sällskapet för forskning i etniska relationer och internationell migration ETMU*sv,ETMU*fi,https://www.etmu.fi,,etmu.fi,2003,,,,,,,Q121598321,Q121598321,Helsinki,Finland,658225
,https://ror.org/02are1e81,Society for European Philosophy*en,active,other,,Society for European Philosophy*en; Eurooppalaisen filosofian seura*fi,,https://www.netn.fi,,netn.fi,1993,,,,,,,,,Tampere,Finland,634963
,https://ror.org/02bwf1062,"European Law Association (in Finland), FIDE Finland*en",active,other,"European Law Association, FIDE Finland*en","European Law Association (in Finland), FIDE Finland*en; Eurooppaoikeuden yhdistys*fi; Föreningen för Europarätt*sv",,https://www.fidefinland.fi,,fidefinland.fi,1983,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/01a13xb70,Finnish Bone Society (FBS)*en,active,other,Finnish Bone Society*en,Finnish Bone Society (FBS)*en,FBS*fi,https://luustoliitto.fi/jäsenyhdistykset/finnish-bone-society/,,,1989,,,,,,,Q121598166,Q121598166,Helsinki,Finland,658225
,https://ror.org/03vb83t17,Chemical Society of Finland*en,active,other,,Chemical Society of Finland*en; Finska Kemistsamfundet*sv; Suomen Kemistiseura*fi,,https://www.finskakemistsamfundet.fi,,finskakemistsamfundet.fi,1891,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02d5v7338,Focus Localis ry,active,other,,Focus Localis ry,,http://www.kunnallistiede.fi,,kunnallistiede.fi,1971,,,,,,,Q121598277,Q121598277,Helsinki,Finland,658225
,https://ror.org/02tk26447,Physical Society in Finland*en,active,other,,Physical Society in Finland*en; Fysikersamfundet i Finland*sv; Suomen Fyysikkojen seura r.f.*fi,,https://www.fysikersamfundet.fi,,fysikersamfundet.fi,1947,,,,,,,Q121598308,Q121598308,Helsinki,Finland,658225
,https://ror.org/01zthxk11,Föreningen för nordisk filologi*fi,active,other,,Föreningen för nordisk filologi*fi,,https://www.fnf.fi,,fnf.fi,1932,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/043b2ny75,Föreningen Granskaren r.f.*fi,active,other,,Föreningen Granskaren r.f.*fi,,https://www.finsktidskrift.fi/granskaren/,,,,,,,,,,,,Turku,Finland,633679
,https://ror.org/00ngy6m35,The Finnish Society of Geodesy and Photogrammetry*en,active,other,Finnish Society of Geodesy and Photogrammetry*en,The Finnish Society of Geodesy and Photogrammetry*en; Geodesian ja fotogrammetrian seura*fi,,,,,1931,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02en51p20,Geophysical Society of Finland*en,active,other,,Geophysical Society of Finland*en; Geofysiikan Seura*fi; Geofysiska Sällskapet*sv,,https://www.geofysiikanseura.fi,,geofysiikanseura.fi,1926,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05hj98d81,Glossa - The Society for Medieval Studies*en,active,other,,Glossa - The Society for Medieval Studies*en; Glossa - Keskiajan tutkimuksen seura*fi; Glossa - Sällskapet för medeltidsforskning*sv,,https://www.glossa.fi,,glossa.fi,1996,,,,,,,Q73379210,Q73379210,Helsinki,Finland,658225
,https://ror.org/0182x4x40,Finnish Association for Administrative Studies*en,active,other,,Finnish Association for Administrative Studies*en; Hallinnon Tutkimuksen Seura*fi; Sällskapet för förvaltningsforskning*sv,,https://www.hallinnontutkimus.fi,,hallinnontutkimus.fi,1981,,,,,0000 0000 8867 9222,0000 0000 8867 9222,Q121598139,Q121598139,Tampere,Finland,634963
,https://ror.org/02cqfj858,Ornithological Society of Helsinki and Western Uusimaa Tringa*en,active,other,,Ornithological Society of Helsinki and Western Uusimaa Tringa*en; Helsingin Seudun Lintutieteellinen Yhdistys Tringa*fi; Helsingforstraktens Ornitologiska Föreningen Tringa*sv,,https://www.tringa.fi,,tringa.fi,1974,,,,,,,Q121598302,Q121598302,Helsinki,Finland,658225
,https://ror.org/03vat4j79,Society of the Friends of History*en,active,other,,Society of the Friends of History*en; Historian Ystäväin Liitto*fi; Historievännernas Förbund*sv; Gesellschaft der Geschichtsfreunde*de; Société des Amis de l'Histoire*fr,,https://www.historianyst.fi,,historianyst.fi,1926,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/021aq6016,Swedish Historical Society in Finland*en,active,other,,Swedish Historical Society in Finland*en; Historiska föreningen*fi,,https://www.historiskaforeningen.fi,,historiskaforeningen.fi,1914,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/03tvsbk17,Finnish Association of Nursing Research*en,active,other,Hoitotieteiden tutkimusseura*fi,Finnish Association of Nursing Research*en; Hoitotieteiden tutkimusseura (HTTS)*fi; Sällskapet för Vårdvetenskaplig Forskning*sv,HTTS*fi,https://htts.fi,,htts.fi,1987,,,,,,,Q121598162,Q121598162,Kuopio,Finland,650224
,https://ror.org/0511hhx56,Nursing Research Foundation*en,active,other,,Nursing Research Foundation*en; Hoitotyön tutkimussäätiö*fi,,https://www.hotus.fi,,hotus.fi,1965,,,,,,,Q121598301,Q121598301,Helsinki,Finland,658225
,https://ror.org/03vttse06,The Finnish Society for Hymnology and Liturgy*en,active,other,Finnish Society for Hymnology and Liturgy*en,The Finnish Society for Hymnology and Liturgy*en; Hymnologian ja liturgiikan seura ry*fi; Sällskapet för hymnologi och liturgik*sv,,https://www.hymn.fi,,,1996,,,,,,,Q121598234,Q121598234,Helsinki,Finland,658225
,https://ror.org/03f5qhg45,Iberialais-amerikkalainen säätiö sr*fi,active,other,,Iberialais-amerikkalainen säätiö sr*fi; Iberoamerikanska stiftelsen rf*sv; Fundación Iberoamericana de Finlandia*es,,https://www.madrid.fi,,madrid.fi,1992,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02y9ntj21,ICOMOS Finnish National Committee*en,active,other,,ICOMOS Finnish National Committee*en; ICOMOSin Suomen osasto*en; ICOMOS Finska national kommitteén*sv,,https://www.icomos.fi,,icomos.fi,1967,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02twzcg73,Finnish Air Pollution Prevention Society*en,active,other,Ilmansuojeluyhdistys*fi,Finnish Air Pollution Prevention Society*en; Ilmansuojeluyhdistys (FAPPS)*fi; Luftvårdsföreningen*sv,FAPPS*fi,https://www.isy.fi,,isy.fi,1976,,,,,,,Q121598136,Q121598136,Helsinki,Finland,658225
,https://ror.org/03rqr7m89,Finnish Society for the Study of Infectious Diseases*en,active,other,,Finnish Society for the Study of Infectious Diseases*en; Infektiotautien tutkimusyhdistys*fi; Föreningen för infektionssjukdomsforskning*sv,,https://ity.yhdistysavain.fi,,ity.yhdistysavain.fi,1966,,,,,,,Q121598251,Q121598251,Helsinki,Finland,658225
,https://ror.org/05cgg2w42,Association for Informationstudies (AIS)*en,active,other,Association for Informationstudies*en; Informaatiotutkimuksen yhdistys*fi,Association for Informationstudies (AIS)*en; Informaatiotutkimuksen yhdistys (ITY)*fi; Föreningen för informationsvetenskap*sv,ITY*fi,https://informaatiotutkimus.fi,,informaatiotutkimus.fi,1979,,,,,,,,,Tampere,Finland,634963
,https://ror.org/02y363509,"International Fiscal Association, Finnish Branch*en",active,other,,"International Fiscal Association, Finnish Branch*en; International Fiscal Association, Suomen osasto*en; International Fiscal Association, Avdelning i Finland*sv",,https://www.ifafinland.fi,,ifafinland.fi,1967,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05qkhrm84,The International Society for Orthodox Church Music (ISOCM)*en,active,other,International Society for Orthodox Church Music (ISOCM)*en; International Society for Orthodox Church Music*en,The International Society for Orthodox Church Music (ISOCM)*en,ISOCM*fi,https://www.isocm.com,,isocm.com,2005,,,,,,,,,Joensuu,Finland,655808
,https://ror.org/05bvma389,Juridiska Föreningen i Finland*fi,active,other,,Juridiska Föreningen i Finland*fi; Suomen Lainopillinen Yhdistys*fi,,http://www.jff.fi,,jff.fi,1862,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02ysd5177,Jyväskylän Historiallinen Yhdistys*fi,active,other,,Jyväskylän Historiallinen Yhdistys*fi,,https://jyvaskylanhistoriallinenyhdistys.blogspot.com,,,1962,,,,,,,Q121598289,Q121598289,Jyväskylä,Finland,655194
,https://ror.org/00qme7p86,Kalevala Society*en,active,other,,Kalevala Society*en; Kalevalaseura-säätiö*fi; Kalevala Sällskapet*sv,,https://www.kalevalaseura.fi,,kalevalaseura.fi,1911,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/0110z6e72,Finnish National Section of the International Institute of Administrative Sciences*en,active,other,,Finnish National Section of the International Institute of Administrative Sciences*en; Kansainvälisen Hallintotieteiden Instituutin Suomen osasto*fi; Institut International des Sciences Administratives. Section finlandaise*fr,,,,,1956,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/046y57928,The Finnish Committee for Comparative Law*en,active,other,Finnish Committee of the International Association of Legal Science*en,The Finnish Committee for Comparative Law*en; Kansainvälisen oikeustieteiden yhdistyksen Suomen osasto r.y.*fi; Finska kommittén för International Association of Legal Science*sv; Comité finlandais de l'Association Internationale des Sciences Juridiques*fr,,https://blogs.helsinki.fi/iuscomparatum-finland/,,,1956,,,,,,,Q121598176,Q121598176,Helsinki,Finland,658225
,https://ror.org/022nh3q37,Finnish International Studies Association (FISA)*en,active,other,Finnish International Studies Association*en; Kansainvälisten suhteiden tutkimuksen seura*fi,Finnish International Studies Association (FISA)*en; Kansainvälisten suhteiden tutkimuksen seura (KATSE) ry*fi; Föreningen för internationella studier*sv,KATSE*fi,https://www.fisa.fi,,fisa.fi,1993,,,,,,,Q121598186,Q121598186,Helsinki,Finland,658225
,https://ror.org/0512qgw13,Karelian Theological Society*en,active,other,,Karelian Theological Society*en; Karjalan teologinen seura*fi,,https://www.karjalanteologinenseura.fi,,karjalanteologinenseura.fi,2003,,,,,,,Q121598290,Q121598290,Joensuu,Finland,655808
,https://ror.org/03h2h5e37,Finnish Karl Marx Society*en,active,other,,Finnish Karl Marx Society*en; Karl Marx -seura*fi; Karl Marx -Sällskapet i Finland*sv; Finnische Karl-Marx-Gesellschaft*de,,https://www.marxseura.fi,,marxseura.fi,1997,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05gpsb578,Plant Protection Society in Finland*en,active,other,,Plant Protection Society in Finland*en; Kasvinsuojeluseura*fi; Växtskyddsföreningen i Finland*sv; Pflanzenschutzgesellschaft in Finnland*de,,https://www.kasvinsuojeluseura.fi,,kasvinsuojeluseura.fi,1931,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/001s37a48,Finnish Society for Growth and Aging Research*en,active,other,,Finnish Society for Growth and Aging Research*en; Kasvun ja vanhenemisen tutkijat*en; Föreningen för forskning i uppväxt och åldrande*sv,,https://pro.tsv.fi/kvt,,,1980,,,,,,,,,Jyväskylä,Finland,655194
,https://ror.org/005san826,Finnish Association for Business Administration*en,active,other,,Finnish Association for Business Administration*en; Kauppatieteellinen yhdistys ry*fi; Föreningen för företagsekonomisk forskning*sv,,https://kauppatieteellinenyhdistys.fi,,kauppatieteellinenyhdistys.fi,1931,,,,,,,Q121598144,Q121598144,Helsinki,Finland,658225
,https://ror.org/008dy3d28,Finnish Society for Development Studies*en,active,other,,Finnish Society for Development Studies*en; Kehitystutkimuksen seura*fi; Föreningen för utvecklingsforskning*sv,,https://www.kehitystutkimus.fi,,kehitystutkimus.fi,1986,,,,,,,Q121598222,Q121598222,Helsinki,Finland,658225
,https://ror.org/036wzr887,Finnish Society of Chemical Engineers*en,active,other,,Finnish Society of Chemical Engineers*en; Kemiallisteknillinen Yhdistys*fi; Kemisktekniska Föreningen*sv,,https://www.kty.fi,,kty.fi,1970,,,,,,,Q121598258,Q121598258,Helsinki,Finland,658225
,https://ror.org/003d4nz26,Finnish Literary Research Society*en,active,other,,Finnish Literary Research Society*en; Kirjallisuudentutkijain Seura*fi,,https://www.kirjallisuudentutkimus.fi,,kirjallisuudentutkimus.fi,1927,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05wvyr320,Classical Association of Finland*en,active,other,,Classical Association of Finland*en; Klassillis-filologinen yhdistys*fi; Klassisk-filologiska föreningen*sv; Societas Philologica Classica*la,,https://klassillisfilologinenyhdistys.wordpress.com,,,1882,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05n6mkj97,Consortium of Higher Education Researchers in Finland*en,active,other,,Consortium of Higher Education Researchers in Finland*en; Korkeakoulututkimuksen seura*fi,,https://korkeakoulututkimus.fi,,korkeakoulututkimus.fi,1999,,,,,,,,,Jyväskylä,Finland,655194
,https://ror.org/03b26fw52,Society for the Study of Finnish*en,active,other,,Society for the Study of Finnish*en; Kotikielen Seura*fi; Sällskapet för forskning i finska språket*sv; Société pour l'étude de la langue finnoise*fr; Gesellschaft für die Erforschung der finnischen Sprache*de,,https://www.kotikielenseura.fi,,kotikielenseura.fi,1876,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05y0gcs37,Finnish Society for Cultural History*en,active,other,,Finnish Society for Cultural History*en; Kulttuurihistorian seura*fi,,https://kulttuurihistoria.net,,kulttuurihistoria.net,2016,,,,,,,Q121598221,Q121598221,Turku,Finland,633679
,https://ror.org/00b8pww10,Society for Cultural Studies in Finland*en,active,other,,Society for Cultural Studies in Finland*en; Kulttuurintutkimuksen seura*fi; Sällskapet för kulturstudier i Finland*sv,,https://www.kultut.fi,,kultut.fi,2008,,,,,,,Q121598315,Q121598315,Jyväskylä,Finland,655194
,https://ror.org/01844ac84,Society for Cultural Policy Research in Finland*en,active,other,,Society for Cultural Policy Research in Finland*en; Kulttuuripolitiikan tutkimuksen seura ry*fi; Sällskapet för kulturpolitisk forskring rf*sv,,https://www.kulttuuripolitiikantutkimus.fi,,kulttuuripolitiikantutkimus.fi,2012,,,,,,,Q121598314,Q121598314,Helsinki,Finland,658225
,https://ror.org/03q7b1821,Society for Cultural Environment Studies*en,active,other,,Society for Cultural Environment Studies*en; Kulttuuriympäristötutkimuksen seura*fi; Samfundet för kulturmiljöforskning rf*sv,,https://kulttuuriymparistotutkimuksenseura.wordpress.com,,,2014,,,,,,,Q121598313,Q121598313,Helsinki,Finland,658225
,https://ror.org/03qej2h15,Finnish Association of Consumer Research*en,active,other,,Finnish Association of Consumer Research*en; Kulutustutkimuksen Seura ry*fi,,https://www.kulutustutkimus.net,,kulutustutkimus.net,2001,,,,,,,Q121598157,Q121598157,Helsinki,Finland,658225
,https://ror.org/03k4yh676,Society for Rehabilitation Research and Development*en,active,other,,"Society for Rehabilitation Research and Development*en; Kuntoutuksen tutkimus- ja kehittämisyhdistys, KUTKE ry*fi; Förening för forskning och utvecklandet av rehabilitering*sv",KUTKE*fi,https://www.kutke.fi,,kutke.fi,2003,,,,,,,Q121598318,Q121598318,Helsinki,Finland,658225
,https://ror.org/00xvhgt61,Research Society of Lapland*en,active,other,,Research Society of Lapland*en; Lapin tutkimusseura*fi,,https://www.lapintutkimusseura.fi,,lapintutkimusseura.fi,1959,,,,,,,Q121598310,Q121598310,Rovaniemi,Finland,638936
,https://ror.org/02c3t1f68,Finnish Society for Childhood Studies*en,active,other,,Finnish Society for Childhood Studies*en; Lapsuudentutkimuksen seura*fi; Finländska sällskapet för barndomsforskning*sv,,http://lapsuudentutkimus.fi,,lapsuudentutkimus.fi,2008,,,,,,,Q121598219,Q121598219,Turku,Finland,633679
,https://ror.org/04cccxk37,Finnish Association for Transport Planning*en,active,other,,"Finnish Association for Transport Planning*en; Liikennesuunnittelun Seura*fi; Föreningen för Trafikplanering*sv; Verein für Verkehrsplanning, Finnland*de",,http://www.liikennesuunnittelunseura.fi,,liikennesuunnittelunseura.fi,1974,,,,,,,Q121598153,Q121598153,Espoo,Finland,660158
,https://ror.org/01yw9vz37,Finnish Society of Sport Sciences*en,active,other,,Finnish Society of Sport Sciences*en; Liikuntatieteellinen Seura*fi; Idrottsvetenskapliga Sällskapet i Finland*sv,,https://www.lts.fi,,lts.fi,1933,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/01dv35y78,Nature Conservation Society of South-West Häme*en,active,other,Lounais-Hämeen Luonnonsuojeluyhdistys*fi,Nature Conservation Society of South-West Häme*en; Lounais-Hämeen Luonnonsuojeluyhdistys (LHLY)*fi; Sydvästra Tavastlands Naturskyddsförening*sv; Naturschutzverein von Südwest-Häme*de,LHLY*fi,https://www.sll.fi/lounais-hame/,,,1951,,,,,,,,,Forssa,Finland,659935
,https://ror.org/05j7dv334,The Finnish Society for Natural Philosophy*en,active,other,Finnish Society for Natural Philosophy*en,The Finnish Society for Natural Philosophy*en; Luonnonfilosofian seura ry*fi; Finnische Gesellschaft für Naturphilosophie*de,,http://www.lfs.fi,,lfs.fi,1988,,,,,,,Q121598240,Q121598240,Helsinki,Finland,658225
,https://ror.org/05wb5sh61,Luther-Agricola Society*en,active,other,,Luther-Agricola Society*en; Luther-Agricola-Seura*fi; Luther-Agricola-sällskapet*sv; Luther-Agricola-Gesellschaft*de,,https://blogs.helsinki.fi/luther-agricola-seura/,,,1940,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/00dwb8378,Finnish Society of Nuclear Medicine*en,active,other,,Finnish Society of Nuclear Medicine*en; Lääketieteellinen Radioisotooppiyhdistys*fi; Finlands Medicinska Radioisotopförening*sv,,https://www.fsnm.org,,fsnm.org,1959,,,,,,,Q120043300,Q120043300,Helsinki,Finland,658225
,https://ror.org/0178pey68,Finnish Society for Medical Physics and Medical Engineering (FSMPME)*en,active,other,Finnish Society for Medical Physics and Medical Engineering*en; Lääketieteellisen fysiikan ja tekniikan yhdistys*fi,Finnish Society for Medical Physics and Medical Engineering (FSMPME)*en; Lääketieteellisen fysiikan ja tekniikan yhdistys (LFTY)*fi; Förening för medicinsk fysik och teknik i Finland*sv,LFTY*fi,https://www.lfty.fi,,lfty.fi,1968,,,,,,,Q121598238,Q121598238,Helsinki,Finland,658225
,https://ror.org/05bjz6251,Finnish Society for Rural Research and Development*en,active,other,,Finnish Society for Rural Research and Development*en; Maaseudun uusi aika*en; Nya landbygden*sv,,https://www.mua.fi,,mua.fi,1999,,,,,,,Q121598243,Q121598243,Ilomantsi,Finland,656709
,https://ror.org/01fj9vz58,Finnish Society for Agricultural Law*en,active,other,,Finnish Society for Agricultural Law*en; Maaseutuoikeuden Seura*fi; Landsbygdsrättsliga Sällskapet*sv,,https://www.maaseutuoikeudenseura.fi,,maaseutuoikeudenseura.fi,1988,,,,,,,Q121598214,Q121598214,Helsinki,Finland,658225
,https://ror.org/0142f0814,Finnish Association of Mathematics and Science Education Research*en,active,other,,Finnish Association of Mathematics and Science Education Research*en; Matematiikan ja luonnontieteiden opetuksen tutkimusseura*fi,,https://www.protsv.fi/mlseura/,,,1983,,,,,,,Q121598158,Q121598158,Jyväskylä,Finland,655194
,https://ror.org/02ge03p30,Finnish Association of Media and Communication Studies*en,active,other,,Finnish Association of Media and Communication Studies*en; Media- ja viestintätieteellinen seura Mevi*fi; Samfundet för medie- och kommunikationsvetenskap*sv,,http://mediaviestinta.fi/blogi/seurasta/,,,1974,,,,,,,Q121598159,Q121598159,Tampere,Finland,634963
,https://ror.org/017xemh21,Finnish Society on Media Education*en,active,other,,Finnish Society on Media Education*en; Mediakasvatusseura*fi; Sällskapet för Mediefostran*sv,,https://www.mediakasvatus.fi,,mediakasvatus.fi,2005,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05d4yqg75,Finnish Society of Dairy Science*en,active,other,,Finnish Society of Dairy Science*en; Meijeritieteellinen Seura*fi,,https://www.protsv.fi/MTS,,,1937,,,,,,,Q121598263,Q121598263,Helsinki,Finland,658225
,https://ror.org/0367b3935,Finnish Forest History Society*en,active,other,,Finnish Forest History Society*en; Metsähistorian Seura*fi; Skogshistoriska Sällskapet*sv; Gesellschaft der Finnischen Forstgeschichte*de,,https://www.metsahistoria.fi,,metsahistoria.fi,1994,,,,,,,Q121598182,Q121598182,Savonlinna,Finland,637292
,https://ror.org/056femd95,The Association of Development and Research on Mental Health Care*en,active,other,Association of Development and Research on Mental Health Care*en,The Association of Development and Research on Mental Health Care*en; Mielenterveystyön kehittäminen ja tutkimus ry*fi; Förening för utveckling och forskning av mental hälsa*sv,,https://mielitutkii.fi,,mielitutkii.fi,2015,,,,,,,,,Lieto,Finland,648056
,https://ror.org/01xbygx95,Mikael Agricola -seura*fi,active,other,,Mikael Agricola -seura*fi,,https://mikaelagricolaseura.fi,,mikaelagricolaseura.fi,2006,,,,,,,Q121598296,Q121598296,Turku,Finland,633679
,https://ror.org/0157vf689,Nordenskiöld Society in Finland*en,active,other,,Nordenskiöld Society in Finland*en; Nordenskiöld-samfundet i Finland*sv,,http://www.helsinki.fi/jarj/nskiold,,,1939,,,,,,,Q121598299,Q121598299,Helsinki,Finland,658225
,https://ror.org/0462e7868,Finnish Association for Legal and Social Science*en,active,other,,Finnish Association for Legal and Social Science*en; Oikeus- ja yhteiskuntatieteellinen yhdistys*fi; Rätts- och samhällsvetenskapliga föreningen*sv,,https://www.oyy-ry.fi,,oyy-ry.fi,1970,,,,,,,Q121598147,Q121598147,Helsinki,Finland,658225
,https://ror.org/02qnhe903,The Finnish Association of Translators and Interpreters*en,active,other,Suomen kääntäjien ja tulkkien liitto SKTL*fi; Finnish Association of Translators and Interpreters*en,The Finnish Association of Translators and Interpreters*en; Suomen kääntäjien ja tulkkien liitto*fi; Lärar- och forskarsektionen*sv,,https://www.sktl.fi/liitto/jaostot/v-opettajat-ja-tutkijat/,,,1988,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/036zp6g16,Historical Society in Oulu*en,active,other,,Historical Society in Oulu*en; Oulun Historiaseura*fi; Societas Historica Ouluensis*la,,https://pro.tsv.fi/oulunhistoriaseura/,,,1933,,,,,,,Q121598287,Q121598287,Oulu,Finland,643492
